award_id,artist_id,track_id,award_name,category,year,won
AWD_0367,ART_0446,TRK_05341,Billboard Award,Best Collaboration,2016,True
AWD_0368,ART_0296,,Streaming Record Award,Song of the Year,2022,True
AWD_0369,ART_0405,TRK_04120,Billboard Award,Top Producer,2018,True
AWD_0370,ART_0438,TRK_01599,Artist of the Year,Best New Artist,2013,True
AWD_0371,ART_0272,,Artist of the Year,Best Rock Album,2014,True
AWD_0372,ART_0437,,Global Music Award,Top Producer,2012,True
AWD_0373,ART_0407,,Sound & Vision Prize,Song of the Year,2015,True
AWD_0374,ART_0437,TRK_02380,Golden Mic,Best Album,2017,True
AWD_0375,ART_0104,,Golden Mic,Breakthrough Artist,2021,False
AWD_0376,ART_0437,,Billboard Award,Top Producer,2018,True
AWD_0377,ART_0347,,Streaming Record Award,Breakthrough Artist,2023,True
AWD_0378,ART_0309,TRK_00888,Global Music Award,Best Rock Album,2018,True
AWD_0379,ART_0631,,Sound & Vision Prize,Song of the Year,2024,True
AWD_0380,ART_0437,TRK_05249,Artist of the Year,Best Pop Artist,2014,True
AWD_0381,ART_0437,,Golden Mic,Song of the Year,2010,True
AWD_0382,ART_0437,,Streaming Record Award,Best Album,2016,True
AWD_0383,ART_0611,,Artist of the Year,Best Collaboration,2016,True
AWD_0384,ART_0437,TRK_05966,Artist of the Year,Breakthrough Artist,2018,True
AWD_0385,ART_0613,TRK_00524,Sound & Vision Prize,Best New Artist,2010,True
AWD_0386,ART_0437,,Artist of the Year,Best Album,2024,True
AWD_0387,ART_0438,,Golden Mic,Breakthrough Artist,2018,False
AWD_0388,ART_0437,,Golden Mic,Best Collaboration,2023,True
AWD_0389,ART_0352,TRK_04036,Sound & Vision Prize,Best New Artist,2020,False
AWD_0390,ART_0438,TRK_03946,Global Music Award,Best New Artist,2024,True
AWD_0391,ART_0625,TRK_04552,Artist of the Year,Best Pop Artist,2011,False
AWD_0392,ART_0483,,Streaming Record Award,Song of the Year,2011,False
AWD_0393,ART_0437,TRK_03419,Artist of the Year,Best Rock Album,2023,True
AWD_0394,ART_0414,TRK_02707,Sound & Vision Prize,Breakthrough Artist,2021,False
AWD_0395,ART_0123,TRK_03647,Golden Mic,Best Collaboration,2019,True
AWD_0396,ART_0437,TRK_05048,Streaming Record Award,Best Pop Artist,2015,False
AWD_0397,ART_0437,TRK_00325,Sound & Vision Prize,Best New Artist,2022,False
AWD_0398,ART_0069,TRK_05212,Global Music Award,Best Rock Album,2016,True
AWD_0399,ART_0437,,Golden Mic,Best Pop Artist,2021,False
AWD_0400,ART_0251,,Global Music Award,Best Collaboration,2023,True
AWD_0401,ART_0377,TRK_04478,Global Music Award,Best Rock Album,2016,True
AWD_0402,ART_0438,TRK_02101,Streaming Record Award,Best Rock Album,2019,True
AWD_0403,ART_0147,,Sound & Vision Prize,Breakthrough Artist,2021,True
AWD_0404,ART_0437,TRK_05266,Streaming Record Award,Best Album,2011,True
AWD_0405,ART_0089,TRK_02223,Artist of the Year,Top Producer,2016,True
AWD_0406,ART_0437,TRK_01092,Global Music Award,Best Pop Artist,2021,True
AWD_0407,ART_0424,TRK_04690,Streaming Record Award,Best New Artist,2016,True
AWD_0408,ART_0437,TRK_01904,Golden Mic,Best Album,2010,False
AWD_0409,ART_0437,TRK_04918,Artist of the Year,Best Pop Artist,2012,False
AWD_0410,ART_0437,TRK_03664,Global Music Award,Best Pop Artist,2017,True
AWD_0411,ART_0437,TRK_00266,Sound & Vision Prize,Best New Artist,2018,True
AWD_0412,ART_0438,,Streaming Record Award,Top Producer,2022,False
AWD_0413,ART_0437,TRK_05931,Streaming Record Award,Best Album,2024,True
AWD_0414,ART_0437,TRK_05279,Golden Mic,Best Pop Artist,2010,True
AWD_0415,ART_0437,TRK_04110,Global Music Award,Breakthrough Artist,2011,False
AWD_0416,ART_0080,,Sound & Vision Prize,Best Collaboration,2023,True
AWD_0417,ART_0153,,Billboard Award,Best Rock Album,2018,False
AWD_0418,ART_0041,TRK_01413,Billboard Award,Best Album,2016,True
AWD_0419,ART_0437,,Golden Mic,Breakthrough Artist,2019,True
AWD_0420,ART_0273,TRK_04555,Artist of the Year,Best Pop Artist,2015,True
AWD_0421,ART_0437,TRK_02797,Billboard Award,Best Pop Artist,2018,False
AWD_0422,ART_0438,TRK_03822,Streaming Record Award,Best New Artist,2017,True
AWD_0423,ART_0437,,Artist of the Year,Best Pop Artist,2016,False
AWD_0424,ART_0437,TRK_05356,Global Music Award,Best Album,2015,False
AWD_0425,ART_0602,,Artist of the Year,Best Album,2015,True
AWD_0426,ART_0437,TRK_04128,Billboard Award,Best Album,2021,True
AWD_0427,ART_0437,,Golden Mic,Best New Artist,2023,True
AWD_0428,ART_0132,,Artist of the Year,Top Producer,2022,True
AWD_0429,ART_0603,,Global Music Award,Best Collaboration,2020,False
AWD_0430,ART_0045,,Sound & Vision Prize,Best Collaboration,2023,True
AWD_0431,ART_0437,,Global Music Award,Best Rock Album,2024,True
AWD_0432,ART_0617,TRK_04288,Billboard Award,Best Rock Album,2014,True
AWD_0433,ART_0234,,Golden Mic,Best Pop Artist,2015,False
AWD_0434,ART_0103,TRK_05914,Golden Mic,Best Collaboration,2024,True
AWD_0435,ART_0467,,Artist of the Year,Song of the Year,2013,False
AWD_0436,ART_0437,,Golden Mic,Best New Artist,2019,False
AWD_0437,ART_0022,TRK_05479,Golden Mic,Breakthrough Artist,2019,False
AWD_0438,ART_0581,TRK_04043,Artist of the Year,Top Producer,2016,True
AWD_0439,ART_0352,TRK_02298,Streaming Record Award,Best Album,2016,True
AWD_0440,ART_0437,TRK_05632,Global Music Award,Best Rock Album,2017,True
AWD_0441,ART_0350,TRK_05958,Billboard Award,Song of the Year,2013,False
AWD_0442,ART_0437,TRK_00850,Sound & Vision Prize,Top Producer,2020,True
AWD_0443,ART_0381,TRK_05717,Artist of the Year,Best Collaboration,2023,True
AWD_0444,ART_0623,,Artist of the Year,Top Producer,2016,True
AWD_0445,ART_0437,,Billboard Award,Best Album,2018,True
AWD_0446,ART_0437,,Artist of the Year,Song of the Year,2012,False
AWD_0447,ART_0437,TRK_02938,Sound & Vision Prize,Best Pop Artist,2024,True
AWD_0448,ART_0405,TRK_01582,Streaming Record Award,Best Collaboration,2018,True
AWD_0449,ART_0209,,Golden Mic,Top Producer,2019,False
AWD_0450,ART_0060,,Artist of the Year,Best Pop Artist,2022,True
AWD_0451,ART_0642,TRK_05767,Billboard Award,Top Producer,2011,True
AWD_0452,ART_0662,TRK_01744,Streaming Record Award,Best Album,2024,True
AWD_0453,ART_0525,TRK_02830,Billboard Award,Top Producer,2018,True
AWD_0454,ART_0424,TRK_03865,Sound & Vision Prize,Best New Artist,2014,True
AWD_0455,ART_0437,TRK_02938,Streaming Record Award,Song of the Year,2012,False
AWD_0456,ART_0441,TRK_01766,Global Music Award,Best New Artist,2024,False
AWD_0457,ART_0083,,Billboard Award,Best Pop Artist,2018,True
AWD_0458,ART_0611,TRK_04501,Streaming Record Award,Best Album,2011,True
AWD_0459,ART_0437,TRK_00552,Golden Mic,Best Pop Artist,2011,True
AWD_0460,ART_0437,TRK_05121,Sound & Vision Prize,Breakthrough Artist,2021,False
AWD_0461,ART_0424,TRK_02615,Sound & Vision Prize,Breakthrough Artist,2017,False
AWD_0462,ART_0257,,Artist of the Year,Top Producer,2018,True
AWD_0463,ART_0611,TRK_03765,Billboard Award,Song of the Year,2021,False
AWD_0464,ART_0438,,Billboard Award,Best Rock Album,2022,True
AWD_0465,ART_0347,TRK_01135,Golden Mic,Best Album,2020,True
AWD_0466,ART_0611,TRK_05189,Golden Mic,Best New Artist,2024,False
AWD_0467,ART_0554,,Global Music Award,Top Producer,2019,True
AWD_0468,ART_0167,,Streaming Record Award,Top Producer,2017,True
AWD_0469,ART_0437,TRK_01833,Streaming Record Award,Best Album,2023,False
AWD_0470,ART_0154,,Golden Mic,Best Pop Artist,2018,True
AWD_0471,ART_0352,TRK_04725,Billboard Award,Best Pop Artist,2020,False
AWD_0472,ART_0317,TRK_05395,Golden Mic,Song of the Year,2014,True
AWD_0473,ART_0038,,Billboard Award,Best Album,2023,True
AWD_0474,ART_0437,,Sound & Vision Prize,Best Album,2017,True
AWD_0475,ART_0437,TRK_02376,Billboard Award,Best Rock Album,2012,False
AWD_0476,ART_0437,,Billboard Award,Best New Artist,2021,False
AWD_0477,ART_0437,,Sound & Vision Prize,Best Collaboration,2011,True
AWD_0478,ART_0557,,Streaming Record Award,Best Pop Artist,2022,True
AWD_0479,ART_0520,,Global Music Award,Best New Artist,2022,False
AWD_0480,ART_0437,TRK_01272,Golden Mic,Best Album,2016,True
AWD_0481,ART_0437,,Global Music Award,Best Collaboration,2020,True
AWD_0482,ART_0437,,Artist of the Year,Song of the Year,2011,False
AWD_0483,ART_0167,,Streaming Record Award,Best New Artist,2018,True
AWD_0484,ART_0318,,Global Music Award,Top Producer,2021,True
AWD_0485,ART_0167,TRK_03579,Artist of the Year,Song of the Year,2013,True
AWD_0486,ART_0437,TRK_05419,Global Music Award,Best Collaboration,2023,True
AWD_0487,ART_0060,,Billboard Award,Best Collaboration,2015,True
AWD_0488,ART_0464,,Artist of the Year,Best New Artist,2015,True
AWD_0489,ART_0437,,Sound & Vision Prize,Song of the Year,2021,True
AWD_0490,ART_0437,,Billboard Award,Best Rock Album,2024,False
AWD_0491,ART_0437,TRK_01749,Global Music Award,Breakthrough Artist,2012,True
AWD_0492,ART_0437,TRK_03075,Billboard Award,Best New Artist,2016,False
AWD_0493,ART_0437,TRK_00210,Streaming Record Award,Top Producer,2021,True
AWD_0494,ART_0438,,Artist of the Year,Best Album,2019,False
AWD_0495,ART_0167,TRK_00609,Streaming Record Award,Song of the Year,2024,True
AWD_0496,ART_0167,,Streaming Record Award,Breakthrough Artist,2016,True
AWD_0497,ART_0094,TRK_05147,Artist of the Year,Best Rock Album,2024,True
AWD_0498,ART_0428,,Sound & Vision Prize,Best New Artist,2024,False
AWD_0499,ART_0237,,Artist of the Year,Best Rock Album,2016,True
AWD_0500,ART_0524,TRK_02864,Streaming Record Award,Best Collaboration,2021,True
