stream_id,track_id,artist_id,region,platform,stream_date,stream_count,skip_rate,completion_rate
STR_001002,TRK_02590,ART_0161,CV,Spotify,2022-02-24,40000,0.028,0.863
STR_001003,TRK_03010,ART_0453,MR,Apple Music,2026-01-23,47000,0.343,0.775
STR_001004,TRK_04309,ART_0255,BJ,Tidal,2026-04-27,447000,0.176,0.816
STR_001005,TRK_01323,ART_0428,NO,Spotify,2026-04-06,48000,0.344,0.719
STR_001006,TRK_05105,ART_0586,CR,YouTube Music,2025-09-29,220000,0.236,0.578
STR_001007,TRK_01911,ART_0677,SC,Amazon Music,2026-04-25,250000,0.204,0.932
STR_001008,TRK_04630,ART_0023,RS,Apple Music,2026-04-27,127000,0.421,0.959
STR_001009,TRK_03269,ART_0237,ZM,Spotify,2015-06-27,47000,0.343,0.786
STR_001010,TRK_00726,ART_0460,AT,Spotify,2026-01-23,58000,0.032,0.845
STR_001011,TRK_04772,ART_0693,EC,Amazon Music,2024-03-03,44999,0.158,0.7
STR_001012,TRK_00331,ART_0105,MU,Amazon Music,2026-04-27,33000,0.035,0.804
STR_001013,TRK_02224,ART_0518,CD,Amazon Music,2025-02-11,36000,0.011,0.948
STR_001014,TRK_01461,ART_0626,IS,YouTube Music,2023-07-05,591000,0.135,0.767
STR_001015,TRK_02346,ART_0372,EE,Spotify,2026-04-22,65000,0.285,0.657
STR_001016,TRK_02629,ART_0450,CZ,Apple Music,2025-08-05,69000,0.476,0.671
STR_001017,TRK_05211,ART_0266,SL,Apple Music,2023-10-23,88999,0.007,0.886
STR_001018,TRK_00738,ART_0516,HR,Amazon Music,2025-08-24,99000,0.228,0.84
STR_001019,TRK_02143,ART_0585,JP,Apple Music,2024-05-17,129000,0.108,0.976
STR_001020,TRK_01909,ART_0072,SB,Apple Music,2025-03-23,62000,0.259,0.839
STR_001021,TRK_03695,ART_0118,JO,Spotify,2024-12-02,67000,0.139,0.924
STR_001022,TRK_03145,ART_0044,MV,Spotify,2025-08-13,46000,0.025,0.652
STR_001023,TRK_05667,ART_0154,TZ,Apple Music,2024-07-12,533000,0.157,0.853
STR_001024,TRK_02028,ART_0679,RU,Amazon Music,2025-05-20,62000,0.084,0.845
STR_001025,TRK_02192,ART_0266,SK,Amazon Music,2025-09-12,34000,0.1,0.862
STR_001026,TRK_04380,ART_0406,LY,Spotify,2012-12-29,413999,0.064,0.753
STR_001027,TRK_05651,ART_0578,CM,Apple Music,2023-10-04,32000,0.159,0.85
STR_001028,TRK_04955,ART_0089,GE,Tidal,2026-03-25,1000000,0.235,0.828
STR_001029,TRK_03537,ART_0450,NO,Apple Music,2020-12-20,99000,0.065,0.616
STR_001030,TRK_02087,ART_0651,SM,Tidal,2009-11-16,33000,0.303,0.912
STR_001031,TRK_04647,ART_0105,BN,Apple Music,2026-04-27,81000,0.395,0.959
STR_001032,TRK_03212,ART_0394,UZ,Spotify,2026-04-22,41000,0.188,0.92
STR_001033,TRK_02780,ART_0437,IS,Apple Music,2023-04-20,110000,0.088,0.759
STR_001034,TRK_01182,ART_0423,SR,Tidal,2015-06-03,245000,0.085,0.702
STR_001035,TRK_05407,ART_0010,AO,Apple Music,2025-12-06,40000,0.309,0.543
STR_001036,TRK_00457,ART_0627,BA,Spotify,2026-04-27,373000,0.188,0.801
STR_001037,TRK_00792,ART_0167,IS,YouTube Music,2024-12-20,103000,0.079,0.935
STR_001038,TRK_03933,ART_0355,IQ,YouTube Music,2025-08-15,835000,0.126,0.864
STR_001039,TRK_05667,ART_0154,ES,Spotify,2025-01-22,533000,0.207,0.438
STR_001040,TRK_04281,ART_0437,MT,Spotify,2026-01-30,41000,0.133,0.798
STR_001041,TRK_04652,ART_0404,HT,Tidal,2025-08-07,80000,0.111,0.985
STR_001042,TRK_03748,ART_0046,LU,Apple Music,2019-04-30,70000,0.216,0.845
STR_001043,TRK_04309,ART_0255,LA,Amazon Music,2026-04-27,447000,0.561,0.764
STR_001044,TRK_03123,ART_0586,SY,Apple Music,2025-11-12,195000,0.107,0.896
STR_001045,TRK_00531,ART_0437,AZ,YouTube Music,2025-11-30,525000,0.184,0.876
STR_001046,TRK_02556,ART_0102,BB,Amazon Music,2023-09-29,88999,0.151,0.892
STR_001047,TRK_04955,ART_0089,CH,Spotify,2026-03-11,1000000,0.218,0.823
STR_001048,TRK_04440,ART_0010,DZ,Spotify,2025-12-09,85999,0.241,0.594
STR_001049,TRK_05456,ART_0045,CF,Spotify,2026-03-18,33000,0.124,0.798
STR_001050,TRK_00129,ART_0311,CR,Apple Music,2023-09-23,804000,0.237,0.949
STR_001051,TRK_02433,ART_0079,PG,Amazon Music,2026-03-09,194000,0.118,0.915
STR_001052,TRK_00531,ART_0437,CU,YouTube Music,2026-03-18,525000,0.054,0.746
STR_001053,TRK_00751,ART_0557,VA,Spotify,2026-04-27,295000,0.207,0.897
STR_001054,TRK_04716,ART_0178,BW,YouTube Music,2026-04-27,42999,0.266,0.711
STR_001055,TRK_01936,ART_0060,PE,Apple Music,2026-04-12,65000,0.042,0.898
STR_001056,TRK_04775,ART_0688,CA,Apple Music,2026-04-27,44999,0.192,0.716
STR_001057,TRK_03397,ART_0217,IQ,Spotify,2026-04-27,534000,0.152,0.996
STR_001058,TRK_03776,ART_0270,CM,Spotify,2016-02-04,57000,0.441,0.646
STR_001059,TRK_01727,ART_0437,CD,YouTube Music,2026-04-08,97000,0.14,0.872
STR_001060,TRK_01706,ART_0043,CR,Spotify,2026-03-18,365000,0.487,0.976
STR_001061,TRK_01461,ART_0626,CD,Apple Music,2022-11-28,591000,0.379,0.812
STR_001062,TRK_04955,ART_0089,EG,Apple Music,2026-03-13,1000000,0.079,0.76
STR_001063,TRK_00473,ART_0012,VA,YouTube Music,2023-12-17,31000,0.229,0.884
STR_001064,TRK_04946,ART_0185,BB,Apple Music,2025-04-24,47000,0.225,0.569
STR_001065,TRK_01976,ART_0651,LY,YouTube Music,2004-01-08,177999,0.147,0.839
STR_001066,TRK_00917,ART_0347,SK,Amazon Music,2024-12-07,160000,0.073,0.857
STR_001067,TRK_00531,ART_0437,SC,Tidal,2025-10-15,525000,0.038,0.794
STR_001068,TRK_02521,ART_0289,ZA,Amazon Music,2026-04-11,35000,0.078,0.626
STR_001069,TRK_04254,ART_0597,SC,Spotify,2026-04-27,185000,0.159,0.617
STR_001070,TRK_00088,ART_0598,JP,YouTube Music,2025-04-05,37000,0.114,0.577
STR_001071,TRK_04871,ART_0305,BJ,Amazon Music,2026-03-10,139000,0.214,0.736
STR_001072,TRK_01503,ART_0129,TV,YouTube Music,2025-11-09,70000,0.055,0.863
STR_001073,TRK_04380,ART_0406,FJ,YouTube Music,2013-11-10,413999,0.058,0.918
STR_001074,TRK_03654,ART_0442,MX,Apple Music,2026-04-20,44999,0.379,0.945
STR_001075,TRK_00935,ART_0553,ZW,Apple Music,2026-04-27,47000,0.205,0.758
STR_001076,TRK_03933,ART_0355,ZM,Spotify,2025-07-19,835000,0.063,0.807
STR_001077,TRK_02808,ART_0677,WS,Spotify,2023-06-15,41000,0.26,0.617
STR_001078,TRK_02573,ART_0272,DO,Amazon Music,2022-06-17,83000,0.429,0.907
STR_001079,TRK_04455,ART_0068,MT,Spotify,2023-10-24,278000,0.251,0.639
STR_001080,TRK_05257,ART_0352,ZM,Spotify,2023-04-29,53000,0.251,0.791
STR_001081,TRK_05011,ART_0437,MC,YouTube Music,2025-01-11,111000,0.372,0.847
STR_001082,TRK_05798,ART_0458,GE,Spotify,2021-04-25,249000,0.367,0.952
STR_001083,TRK_04175,ART_0623,BW,Spotify,2025-03-20,40000,0.149,0.907
STR_001084,TRK_03392,ART_0093,GN,YouTube Music,2026-04-26,87999,0.395,0.838
STR_001085,TRK_02004,ART_0611,FM,Spotify,2025-10-19,85999,0.023,0.868
STR_001086,TRK_01896,ART_0634,KI,Spotify,2024-02-16,33000,0.34,0.756
STR_001087,TRK_00129,ART_0311,TV,YouTube Music,2024-03-05,804000,0.123,0.963
STR_001088,TRK_04151,ART_0341,IE,YouTube Music,2025-09-24,59000,0.279,0.847
STR_001089,TRK_02119,ART_0240,NO,Amazon Music,2026-01-09,49000,0.144,0.849
STR_001090,TRK_04772,ART_0693,AT,Amazon Music,2026-02-22,44999,0.362,0.76
STR_001091,TRK_05663,ART_0243,PT,Spotify,2026-02-08,558000,0.107,0.791
STR_001092,TRK_04180,ART_0157,SG,Spotify,2018-07-04,33000,0.152,0.767
STR_001093,TRK_05536,ART_0144,BJ,Apple Music,2025-11-19,143000,0.147,0.846
STR_001094,TRK_05167,ART_0254,WS,Spotify,2025-07-15,36000,0.112,0.688
STR_001095,TRK_05478,ART_0655,SE,Apple Music,2026-03-03,525000,0.084,0.873
STR_001096,TRK_01264,ART_0227,DJ,YouTube Music,2026-03-24,53000,0.064,0.775
STR_001097,TRK_01461,ART_0626,VU,Spotify,2023-05-02,591000,0.302,0.789
STR_001098,TRK_05505,ART_0135,LU,Amazon Music,2025-01-20,734000,0.22,0.941
STR_001099,TRK_05439,ART_0528,CN,Amazon Music,2025-12-25,40000,0.18,0.906
STR_001100,TRK_04538,ART_0407,CD,Apple Music,2018-05-28,115000,0.15,0.673
STR_001101,TRK_00137,ART_0161,TZ,Spotify,2025-10-23,56000,0.538,0.963
STR_001102,TRK_04728,ART_0671,HR,YouTube Music,2026-04-27,42000,0.12,0.91
STR_001103,TRK_03054,ART_0646,GW,Apple Music,2024-03-06,115000,0.102,0.686
STR_001104,TRK_05086,ART_0381,ST,Amazon Music,2024-12-19,342000,0.161,0.67
STR_001105,TRK_05485,ART_0631,LV,Spotify,2025-12-10,66000,0.244,0.782
STR_001106,TRK_06000,ART_0657,DK,Tidal,2023-04-05,159000,0.23,0.64
STR_001107,TRK_05183,ART_0402,CR,Spotify,2014-11-23,157000,0.142,0.922
STR_001108,TRK_00129,ART_0311,DM,Spotify,2025-08-09,804000,0.123,0.963
STR_001109,TRK_05929,ART_0120,VE,YouTube Music,2026-03-10,165000,0.137,0.63
STR_001110,TRK_02796,ART_0413,GM,Spotify,2026-01-17,82000,0.272,0.878
STR_001111,TRK_03834,ART_0453,CM,Spotify,2024-08-07,58000,0.172,0.71
STR_001112,TRK_00129,ART_0311,BI,Apple Music,2023-08-07,804000,0.252,0.79
STR_001113,TRK_04582,ART_0574,KR,Amazon Music,2025-11-22,156000,0.04,0.818
STR_001114,TRK_00457,ART_0627,ER,Tidal,2026-04-27,373000,0.201,0.842
STR_001115,TRK_00203,ART_0438,GR,YouTube Music,2026-03-22,68000,0.269,0.612
STR_001116,TRK_03933,ART_0355,BR,Spotify,2025-12-11,835000,0.068,0.875
STR_001117,TRK_02189,ART_0141,BR,YouTube Music,2025-04-03,330000,0.259,0.812
STR_001118,TRK_00764,ART_0515,ML,Spotify,2026-04-27,680000,0.023,0.657
STR_001119,TRK_04955,ART_0089,KR,YouTube Music,2026-03-24,1000000,0.035,0.89
STR_001120,TRK_03339,ART_0069,RO,Spotify,2020-05-21,53000,0.19,0.628
STR_001121,TRK_04184,ART_0537,TT,Apple Music,2018-02-21,47000,0.138,0.943
STR_001122,TRK_00350,ART_0581,MD,Tidal,2022-12-22,39000,0.404,0.8
STR_001123,TRK_01606,ART_0593,PG,Apple Music,2025-09-01,49000,0.107,0.907
STR_001124,TRK_04894,ART_0309,ZM,Amazon Music,2026-04-27,64000,0.304,0.861
STR_001125,TRK_01556,ART_0581,ZA,YouTube Music,2024-10-01,108000,0.13,0.847
STR_001126,TRK_02851,ART_0272,AG,YouTube Music,2019-02-12,54000,0.287,0.792
STR_001127,TRK_03397,ART_0217,IE,Spotify,2026-04-27,534000,0.308,0.89
STR_001128,TRK_01270,ART_0438,VU,Spotify,2025-11-14,62000,0.186,0.973
STR_001129,TRK_00233,ART_0572,ES,Spotify,2020-01-02,195000,0.427,0.85
STR_001130,TRK_05505,ART_0135,YE,Amazon Music,2025-12-24,734000,0.193,0.915
STR_001131,TRK_04278,ART_0319,LA,Spotify,2023-08-31,165000,0.041,0.778
STR_001132,TRK_00069,ART_0670,TO,Apple Music,2026-04-20,43999,0.027,0.755
STR_001133,TRK_03251,ART_0368,SN,Amazon Music,2024-03-30,88999,0.284,0.834
STR_001134,TRK_04058,ART_0566,HR,Spotify,2025-02-07,84000,0.246,0.675
STR_001135,TRK_05505,ART_0135,SE,YouTube Music,2024-10-09,734000,0.154,0.488
STR_001136,TRK_03933,ART_0355,KM,Apple Music,2026-03-28,835000,0.134,0.922
STR_001137,TRK_04055,ART_0317,GT,Apple Music,2022-08-30,191000,0.194,0.909
STR_001138,TRK_03155,ART_0437,BR,Apple Music,2025-09-14,42999,0.066,0.724
STR_001139,TRK_00531,ART_0437,KN,Amazon Music,2026-03-05,525000,0.285,0.797
STR_001140,TRK_03835,ART_0138,EC,Apple Music,2025-09-26,49000,0.319,0.829
STR_001141,TRK_03755,ART_0098,AM,Spotify,2016-04-24,99000,0.326,0.987
STR_001142,TRK_05789,ART_0423,MT,YouTube Music,2026-04-14,54000,0.286,0.932
STR_001143,TRK_05492,ART_0315,HR,Amazon Music,2026-03-17,37000,0.125,0.885
STR_001144,TRK_00531,ART_0437,AZ,YouTube Music,2025-12-29,525000,0.132,0.869
STR_001145,TRK_00018,ART_0271,KW,Spotify,2026-04-27,163000,0.168,0.651
STR_001146,TRK_05352,ART_0255,GT,Apple Music,2025-03-17,109000,0.162,0.849
STR_001147,TRK_03067,ART_0697,TV,Spotify,2026-04-27,70000,0.124,0.903
STR_001148,TRK_02322,ART_0212,LV,YouTube Music,2020-08-16,73000,0.124,0.779
STR_001149,TRK_04827,ART_0665,KR,Spotify,2026-04-27,31000,0.245,0.938
STR_001150,TRK_00531,ART_0437,HN,Amazon Music,2025-10-13,525000,0.264,0.897
STR_001151,TRK_05826,ART_0437,TW,Amazon Music,2026-02-12,93000,0.17,0.853
STR_001152,TRK_04583,ART_0282,KN,Apple Music,2024-06-13,84000,0.104,0.949
STR_001153,TRK_05311,ART_0473,DM,Spotify,2021-07-19,31000,0.051,0.726
STR_001154,TRK_00751,ART_0557,SG,YouTube Music,2026-04-27,295000,0.206,0.953
STR_001155,TRK_00754,ART_0255,IS,Spotify,2026-04-27,261000,0.106,0.461
STR_001156,TRK_03933,ART_0355,LY,Apple Music,2025-07-18,835000,0.124,0.96
STR_001157,TRK_02107,ART_0564,BA,YouTube Music,2026-02-12,211000,0.124,0.692
STR_001158,TRK_03397,ART_0217,BO,Amazon Music,2026-04-27,534000,0.29,0.936
STR_001159,TRK_01375,ART_0377,CO,Amazon Music,2026-02-07,83000,0.08,0.708
STR_001160,TRK_00552,ART_0437,UG,Spotify,2025-05-02,43999,0.382,0.769
STR_001161,TRK_05923,ART_0377,TL,Apple Music,2025-06-03,434999,0.379,0.856
STR_001162,TRK_05478,ART_0655,PS,Apple Music,2026-01-20,525000,0.184,0.81
STR_001163,TRK_04955,ART_0089,TM,Spotify,2026-03-13,1000000,0.263,0.835
STR_001164,TRK_03241,ART_0128,GE,YouTube Music,2025-12-22,37000,0.271,0.632
STR_001165,TRK_01190,ART_0110,SO,Spotify,2022-08-29,34000,0.194,0.811
STR_001166,TRK_00457,ART_0627,PK,YouTube Music,2026-04-27,373000,0.118,0.898
STR_001167,TRK_03933,ART_0355,MC,Spotify,2026-01-25,835000,0.051,0.886
STR_001168,TRK_05552,ART_0023,SK,Apple Music,2026-04-27,42000,0.115,0.684
STR_001169,TRK_03784,ART_0608,SE,YouTube Music,2026-03-01,38000,0.504,0.96
STR_001170,TRK_01461,ART_0626,IR,Amazon Music,2023-02-14,591000,0.398,0.692
STR_001171,TRK_04587,ART_0373,FR,Spotify,2026-04-27,234000,0.084,0.981
STR_001172,TRK_04955,ART_0089,BO,YouTube Music,2026-04-08,1000000,0.314,0.637
STR_001173,TRK_04350,ART_0335,AD,Spotify,2014-07-20,85000,0.087,0.583
STR_001174,TRK_05014,ART_0052,OM,Amazon Music,2026-03-06,50000,0.248,0.879
STR_001175,TRK_02166,ART_0381,JP,Spotify,2025-01-19,128000,0.455,0.95
STR_001176,TRK_05780,ART_0487,TO,Spotify,2026-01-05,200000,0.12,0.821
STR_001177,TRK_04272,ART_0109,BR,Amazon Music,2026-04-27,40000,0.027,0.82
STR_001178,TRK_00332,ART_0375,IN,Apple Music,2026-04-03,113000,0.395,0.658
STR_001179,TRK_01995,ART_0650,SM,YouTube Music,2026-04-27,67000,0.273,0.908
STR_001180,TRK_04908,ART_0257,PG,Amazon Music,2026-04-05,60000,0.234,0.661
STR_001181,TRK_04023,ART_0412,NI,Spotify,2012-10-31,34000,0.417,0.791
STR_001182,TRK_00586,ART_0387,IT,Spotify,2017-11-25,77000,0.015,0.786
STR_001183,TRK_03933,ART_0355,EE,Apple Music,2026-01-23,835000,0.201,0.781
STR_001184,TRK_00917,ART_0347,PA,YouTube Music,2024-11-06,160000,0.143,0.567
STR_001185,TRK_04955,ART_0089,GM,Spotify,2026-03-24,1000000,0.242,0.586
STR_001186,TRK_03519,ART_0272,AF,YouTube Music,2026-02-21,51000,0.125,0.76
STR_001187,TRK_02660,ART_0631,AF,Amazon Music,2024-04-10,37000,0.341,0.903
STR_001188,TRK_00520,ART_0453,TV,YouTube Music,2022-10-14,42000,0.104,0.63
STR_001189,TRK_01706,ART_0043,DM,Apple Music,2025-09-26,365000,0.12,0.933
STR_001190,TRK_04955,ART_0089,BF,Spotify,2026-03-09,1000000,0.055,0.738
STR_001191,TRK_01084,ART_0319,GB,Tidal,2024-05-19,42999,0.294,0.932
STR_001192,TRK_02610,ART_0615,BZ,Spotify,2025-08-16,40000,0.1,0.716
STR_001193,TRK_01911,ART_0677,SN,YouTube Music,2025-12-28,250000,0.043,0.788
STR_001194,TRK_05334,ART_0651,TJ,Amazon Music,2025-05-25,67000,0.317,0.753
STR_001195,TRK_02898,ART_0217,RU,Amazon Music,2024-12-10,169000,0.133,0.828
STR_001196,TRK_01827,ART_0046,BH,YouTube Music,2025-12-18,38000,0.149,0.908
STR_001197,TRK_01782,ART_0566,NL,Spotify,2026-03-24,37000,0.335,0.845
STR_001198,TRK_01862,ART_0147,DZ,Spotify,2024-09-16,38000,0.037,0.929
STR_001199,TRK_03539,ART_0656,US,Apple Music,2024-03-10,69000,0.137,0.975
STR_001200,TRK_03397,ART_0217,CH,YouTube Music,2026-04-27,534000,0.17,0.917
STR_001201,TRK_05505,ART_0135,YE,YouTube Music,2025-10-20,734000,0.109,0.948
STR_001202,TRK_01321,ART_0286,ST,Apple Music,2026-04-06,220000,0.218,0.91
STR_001203,TRK_04277,ART_0125,FJ,Spotify,2021-01-16,39000,0.378,0.788
STR_001204,TRK_04955,ART_0089,CY,Spotify,2026-03-29,1000000,0.284,0.909
STR_001205,TRK_05594,ART_0629,GB,YouTube Music,2024-02-06,59000,0.089,0.896
STR_001206,TRK_03590,ART_0400,TO,YouTube Music,2025-03-05,107000,0.169,0.592
STR_001207,TRK_05809,ART_0154,CY,Spotify,2025-07-06,267000,0.191,0.604
STR_001208,TRK_05145,ART_0100,IR,YouTube Music,2026-03-23,195000,0.141,0.964
STR_001209,TRK_02226,ART_0198,BG,Spotify,2016-12-01,74000,0.103,0.906
STR_001210,TRK_04955,ART_0089,BR,Apple Music,2026-03-29,1000000,0.059,0.81
STR_001211,TRK_00361,ART_0213,CI,YouTube Music,2026-02-16,137000,0.12,0.952
STR_001212,TRK_04955,ART_0089,MT,Apple Music,2026-04-01,1000000,0.157,0.713
STR_001213,TRK_02417,ART_0202,EC,Apple Music,2025-04-17,170000,0.165,0.897
STR_001214,TRK_04527,ART_0110,SE,YouTube Music,2023-11-01,50000,0.189,0.806
STR_001215,TRK_02025,ART_0418,AO,Spotify,2026-01-16,81000,0.091,0.805
STR_001216,TRK_03974,ART_0222,BT,Tidal,2025-02-25,56000,0.29,0.605
STR_001217,TRK_04410,ART_0311,NI,Spotify,2026-03-15,147000,0.12,0.731
STR_001218,TRK_03618,ART_0242,SR,Spotify,2025-10-12,84000,0.063,0.727
STR_001219,TRK_01745,ART_0417,AU,Apple Music,2025-12-31,32000,0.03,0.706
STR_001220,TRK_03299,ART_0483,PL,Spotify,2021-04-07,43999,0.106,0.726
STR_001221,TRK_01896,ART_0634,GY,Spotify,2023-12-09,33000,0.061,0.945
STR_001222,TRK_02142,ART_0365,DO,Spotify,2022-02-23,38000,0.146,0.952
STR_001223,TRK_04129,ART_0581,SI,YouTube Music,2025-02-20,53000,0.298,0.894
STR_001224,TRK_05249,ART_0437,CA,Apple Music,2022-02-27,39000,0.119,0.812
STR_001225,TRK_01598,ART_0160,TR,Spotify,2026-03-28,53000,0.216,0.791
STR_001226,TRK_00474,ART_0657,PL,Apple Music,2021-10-14,99000,0.138,0.954
STR_001227,TRK_02391,ART_0167,MM,YouTube Music,2025-12-14,41000,0.103,0.837
STR_001228,TRK_05183,ART_0402,YE,Spotify,2010-05-19,157000,0.225,0.845
STR_001229,TRK_03933,ART_0355,KH,YouTube Music,2026-04-17,835000,0.06,0.719
STR_001230,TRK_05713,ART_0026,BA,YouTube Music,2023-12-12,368000,0.427,0.899
STR_001231,TRK_05274,ART_0458,WS,Tidal,2022-12-06,99000,0.116,0.977
STR_001232,TRK_02748,ART_0164,AU,Spotify,2021-06-04,39000,0.501,0.635
STR_001233,TRK_05750,ART_0093,PH,YouTube Music,2019-02-25,63000,0.175,0.632
STR_001234,TRK_05505,ART_0135,RW,YouTube Music,2025-10-30,734000,0.247,0.411
STR_001235,TRK_04055,ART_0317,CZ,Spotify,2023-03-04,191000,0.207,0.895
STR_001236,TRK_05505,ART_0135,BN,Spotify,2025-01-31,734000,0.503,0.708
STR_001237,TRK_01301,ART_0453,SC,YouTube Music,2020-07-18,161000,0.19,0.576
STR_001238,TRK_02898,ART_0217,TH,YouTube Music,2026-04-03,169000,0.09,0.868
STR_001239,TRK_03238,ART_0141,VN,Amazon Music,2025-05-21,96000,0.164,0.589
STR_001240,TRK_01911,ART_0677,AM,Apple Music,2025-02-03,250000,0.242,0.888
STR_001241,TRK_00129,ART_0311,NR,YouTube Music,2025-09-12,804000,0.121,0.819
STR_001242,TRK_05507,ART_0482,NL,YouTube Music,2025-02-25,78000,0.234,0.828
STR_001243,TRK_01517,ART_0007,MG,Spotify,2026-03-29,319000,0.264,0.714
STR_001244,TRK_03104,ART_0217,BA,Amazon Music,2026-04-27,101000,0.047,0.898
STR_001245,TRK_00715,ART_0151,BG,YouTube Music,2025-11-23,84000,0.159,0.847
STR_001246,TRK_04955,ART_0089,HR,Spotify,2026-04-10,1000000,0.062,0.699
STR_001247,TRK_01064,ART_0699,LT,Apple Music,2026-04-27,83000,0.106,0.991
STR_001248,TRK_04527,ART_0110,NO,Spotify,2021-07-28,50000,0.049,0.809
STR_001249,TRK_01321,ART_0286,ML,YouTube Music,2026-01-24,220000,0.017,0.858
STR_001250,TRK_00129,ART_0311,MN,Spotify,2025-09-12,804000,0.494,0.737
STR_001251,TRK_01461,ART_0626,HT,Apple Music,2025-03-20,591000,0.411,0.756
STR_001252,TRK_01036,ART_0564,IT,Spotify,2026-02-25,49000,0.036,0.854
STR_001253,TRK_04380,ART_0406,AO,Apple Music,2022-01-03,413999,0.139,0.785
STR_001254,TRK_01181,ART_0222,BE,Spotify,2025-06-17,40000,0.274,0.543
STR_001255,TRK_05663,ART_0243,CZ,Apple Music,2026-01-30,558000,0.206,0.907
STR_001256,TRK_01277,ART_0483,NZ,Apple Music,2026-02-26,129000,0.201,0.728
STR_001257,TRK_00103,ART_0212,KZ,Spotify,2023-05-24,70000,0.098,0.918
STR_001258,TRK_02531,ART_0176,SA,Apple Music,2026-02-18,31000,0.375,0.829
STR_001259,TRK_04493,ART_0255,BS,Amazon Music,2026-04-27,102000,0.035,0.704
STR_001260,TRK_00531,ART_0437,NG,Apple Music,2026-02-10,525000,0.139,0.706
STR_001261,TRK_05667,ART_0154,BJ,Apple Music,2025-03-19,533000,0.198,0.931
STR_001262,TRK_03365,ART_0516,PH,YouTube Music,2026-03-28,51000,0.245,0.984
STR_001263,TRK_03351,ART_0414,CR,Apple Music,2025-11-06,504000,0.236,0.861
STR_001264,TRK_03987,ART_0071,PK,YouTube Music,2026-04-27,46000,0.263,0.926
STR_001265,TRK_03443,ART_0229,PA,YouTube Music,2025-02-24,34000,0.057,0.873
STR_001266,TRK_05929,ART_0120,LB,Spotify,2026-02-18,165000,0.329,0.706
STR_001267,TRK_05394,ART_0611,HT,Apple Music,2024-07-17,225000,0.083,0.933
STR_001268,TRK_03968,ART_0664,GQ,Apple Music,2025-06-10,41000,0.28,0.885
STR_001269,TRK_03066,ART_0053,VA,Spotify,2026-01-25,93000,0.053,0.834
STR_001270,TRK_03162,ART_0155,TM,YouTube Music,2026-04-27,99000,0.29,0.809
STR_001271,TRK_00531,ART_0437,LS,Amazon Music,2026-03-07,525000,0.174,0.895
STR_001272,TRK_00468,ART_0355,IL,YouTube Music,2026-04-08,111000,0.186,0.836
STR_001273,TRK_05312,ART_0424,GE,Apple Music,2021-09-23,117000,0.321,0.877
STR_001274,TRK_00364,ART_0368,GD,Amazon Music,2026-01-27,108000,0.121,0.856
STR_001275,TRK_00265,ART_0155,BW,Apple Music,2025-08-29,34000,0.134,0.741
STR_001276,TRK_03910,ART_0423,MC,Spotify,2025-03-17,89999,0.423,0.73
STR_001277,TRK_05013,ART_0688,YE,Apple Music,2026-04-27,76000,0.056,0.729
STR_001278,TRK_04106,ART_0643,ZM,Apple Music,2024-04-02,145000,0.088,0.505
STR_001279,TRK_00531,ART_0437,CF,Spotify,2026-02-19,525000,0.14,0.588
STR_001280,TRK_05445,ART_0092,NP,Amazon Music,2026-04-23,60000,0.347,0.59
STR_001281,TRK_04654,ART_0068,BY,YouTube Music,2021-07-05,257000,0.142,0.874
STR_001282,TRK_05749,ART_0611,BN,Tidal,2026-02-11,189000,0.374,0.902
STR_001283,TRK_03304,ART_0544,SR,Amazon Music,2026-02-05,106000,0.075,0.904
STR_001284,TRK_05810,ART_0071,NE,YouTube Music,2026-04-27,301000,0.287,0.883
STR_001285,TRK_02514,ART_0460,UA,Amazon Music,2026-01-28,89999,0.436,0.95
STR_001286,TRK_03573,ART_0288,SI,Spotify,2026-04-27,80000,0.103,0.771
STR_001287,TRK_04278,ART_0319,CG,YouTube Music,2026-03-11,165000,0.559,0.936
STR_001288,TRK_03805,ART_0244,IT,Tidal,2026-03-29,97000,0.302,0.96
STR_001289,TRK_00764,ART_0515,LC,Spotify,2026-04-27,680000,0.127,0.96
STR_001290,TRK_00129,ART_0311,EC,Apple Music,2022-08-16,804000,0.119,0.754
STR_001291,TRK_05713,ART_0026,CF,Spotify,2026-02-15,368000,0.124,0.864
STR_001292,TRK_02090,ART_0335,CI,Spotify,2026-02-19,50000,0.454,0.69
STR_001293,TRK_01395,ART_0677,SD,Apple Music,2024-12-18,39000,0.262,0.871
STR_001294,TRK_05505,ART_0135,MN,YouTube Music,2024-10-28,734000,0.303,0.876
STR_001295,TRK_01572,ART_0442,TR,Apple Music,2025-08-20,90999,0.324,0.532
STR_001296,TRK_01612,ART_0079,EG,Apple Music,2025-11-21,33000,0.324,0.654
STR_001297,TRK_00131,ART_0001,TN,Apple Music,2026-03-13,60000,0.161,0.948
STR_001298,TRK_05990,ART_0625,GY,Spotify,2023-01-22,38000,0.232,0.811
STR_001299,TRK_05320,ART_0060,BF,Spotify,2026-03-12,108000,0.219,0.685
STR_001300,TRK_01316,ART_0045,AR,YouTube Music,2011-11-07,134000,0.107,0.974
STR_001301,TRK_05278,ART_0210,KE,Apple Music,2018-09-10,43999,0.115,0.857
STR_001302,TRK_03933,ART_0355,GD,Spotify,2026-02-02,835000,0.174,0.789
STR_001303,TRK_02865,ART_0317,IS,Apple Music,2025-06-30,47000,0.49,0.643
