track_id,album_id,artist_id,title,track_number,duration_ms,explicit,release_date,isrc,popularity_score
TRK_01316,ALB_1311,ART_0045,Whiskey Event,5,210237,True,2007-11-12,IQ701PRB732,0.134
TRK_01317,ALB_0340,ART_0150,Role,1,319865,False,2025-06-13,SM652CIK377,0.042
TRK_01318,ALB_0585,ART_0317,Involve Radio,1,350303,False,2025-01-07,NE337DPC014,0.036
TRK_01319,ALB_0262,ART_0291,Understand Picture,4,240765,False,2025-09-24,MK278UPH105,0.037
TRK_01320,ALB_0085,ART_0296,Reason,1,339095,False,2024-03-02,BD002ETL722,0.031
TRK_01321,ALB_0825,ART_0286,Front,2,268896,False,2025-11-15,PL316OKS094,0.22
TRK_01322,ALB_0487,ART_0623,Social Shoulder,1,167849,False,2025-01-04,GM681MHM720,0.031
TRK_01323,ALB_0729,ART_0428,Her Generation,1,233818,False,2026-04-01,KN286PLK209,0.048
TRK_01324,ALB_0329,ART_0016,She,1,346788,False,2024-07-28,ZM735WQR259,0.039
TRK_01325,ALB_0940,ART_0141,Different,2,159363,False,2021-10-19,GW222MHM739,0.111
TRK_01326,ALB_0470,ART_0563,Part Ability Hair,2,223157,True,2026-04-27,PY353BFG236,0.034
TRK_01327,ALB_0498,ART_0167,Truck Hard,2,188678,False,2021-05-11,AU761CGL087,0.042
TRK_01328,ALB_1036,ART_0221,Improve,1,187955,False,2006-01-08,UZ718CGA236,0.041
TRK_01329,ALB_1144,ART_0475,Million,1,233498,False,2023-01-26,CM261JRJ583,0.052
TRK_01330,ALB_0715,ART_0171,Place Consumer Bed,2,162879,False,2024-09-18,SA648MUC467,0.031
TRK_01331,ALB_0950,ART_0567,Some,1,338563,False,2026-04-27,IN223KTG322,0.034
TRK_01332,ALB_1484,ART_0646,Admit Blood Parent Effect,1,262010,False,2021-05-06,DE589UWZ222,0.034
TRK_01333,ALB_1207,ART_0400,Arm Consumer Thousand,3,216062,False,2022-06-07,LU350ZPE637,0.055
TRK_01334,ALB_0386,ART_0354,Talk Boy,2,202292,False,2025-02-16,BG467AFQ413,0.033
TRK_01335,ALB_0864,ART_0006,Forward,1,679938,False,2023-07-31,GT841AQE852,0.044
TRK_01336,ALB_1247,ART_0692,Discussion,1,187876,False,2025-04-04,MV260OKU846,0.034
TRK_01337,ALB_0697,ART_0590,Material,2,312944,False,2020-02-06,KM561CXU547,0.072
TRK_01338,ALB_0081,ART_0198,Edge Authority,3,236774,False,2012-01-12,EC151EKX641,0.105
TRK_01339,ALB_0960,ART_0502,Truth Garden Into,3,203249,False,2026-03-11,AM919LUC693,0.042
TRK_01340,ALB_0407,ART_0117,Officer,1,169655,False,2024-01-20,SB520BQK702,0.037
TRK_01341,ALB_0221,ART_0462,Its Citizen,7,250624,True,2015-05-08,AL197JTE121,0.034
TRK_01342,ALB_0546,ART_0162,Wait Number Sell,2,192844,False,2023-03-13,NR967ZCK897,0.031
TRK_01343,ALB_0247,ART_0133,Western Listen Avoid International,2,331211,False,2020-12-27,RO319PYR227,0.035
TRK_01344,ALB_0825,ART_0286,Share Leave Fund Officer,3,190322,False,2025-11-15,SM897PON865,0.048
TRK_01345,ALB_0307,ART_0296,Wait Rate Too Recognize,2,287527,False,2024-07-14,KR319TMB165,0.043
TRK_01346,ALB_1195,ART_0486,Small Town Music,2,184454,True,2026-04-05,GQ952CKH312,0.107
TRK_01347,ALB_1295,ART_0677,Only Goal,9,317841,False,2021-06-20,AR576ODZ449,0.038
TRK_01348,ALB_0097,ART_0516,Will,2,156158,False,2025-07-11,JM700JDZ026,0.051
TRK_01349,ALB_0372,ART_0463,Follow,1,318562,False,2025-06-22,KR867CLC649,0.041
TRK_01350,ALB_1375,ART_0351,Type Those Become,1,181303,False,2025-12-17,FR656CBA045,0.042
TRK_01351,ALB_0382,ART_0437,Each Fire,1,348762,False,2019-04-12,GN730KBN964,0.035
TRK_01352,ALB_0706,ART_0487,Nocturne No. 7,4,1103222,False,2024-11-01,ER771IKS195,0.04
TRK_01353,ALB_1152,ART_0346,Husband,5,318496,False,2007-05-18,GR530UAL597,0.04
TRK_01354,ALB_0359,ART_0124,Hold,3,356422,False,2023-01-26,MG128RNB276,0.052
TRK_01355,ALB_0595,ART_0158,Feel Would Table,2,357708,False,2017-01-22,VE489NZW895,0.104
TRK_01356,ALB_0775,ART_0603,Two Including Itself,2,349131,False,2022-01-05,KG544YEY344,0.036
TRK_01357,ALB_0233,ART_0309,To Partner How Up,6,243626,False,2026-04-27,TZ393CSO449,0.031
TRK_01358,ALB_0193,ART_0591,Paper,1,219248,False,2018-08-19,IR640JOD882,0.041
TRK_01359,ALB_1178,ART_0101,Order Matter Campaign Reveal,1,201539,False,2025-08-13,RS398GPK894,0.043
TRK_01360,ALB_1244,ART_0520,Billion Account Thus Number,4,256447,False,2022-12-25,CO021UTH707,0.033
TRK_01361,ALB_1423,ART_0608,Girl Expert Report,4,198977,False,2026-04-27,NG557CPA922,0.057
TRK_01362,ALB_0069,ART_0177,Amount Everything,3,285717,False,2017-08-04,NR461KDB293,0.189
TRK_01363,ALB_0546,ART_0162,Center Say,3,322467,False,2023-03-13,MK121ZWH375,0.108
TRK_01364,ALB_1442,ART_0315,Seat,3,186098,False,2026-03-09,UG635AJB957,0.034
TRK_01365,ALB_0458,ART_0219,Wife Bad Off,3,186672,False,2025-08-03,GM145QSU843,0.075
TRK_01366,ALB_1443,ART_0146,Industry,1,219514,True,2020-07-01,MW311XDN388,0.052
TRK_01367,ALB_1099,ART_0381,Father Contain,3,276566,False,2023-03-19,NE220DSL334,0.04
TRK_01368,ALB_0747,ART_0325,Enter Debate Blue,1,173390,False,2015-06-27,KI379YIB686,0.043
TRK_01369,ALB_1461,ART_0309,Alone,1,302075,False,2025-10-22,TG529DJZ469,0.07
TRK_01370,ALB_0502,ART_0327,Ready,1,255942,True,2026-02-03,BT774MCT174,0.041
TRK_01371,ALB_0427,ART_0442,Debate Five,2,233645,False,2025-07-02,DE385JNR022,0.037
TRK_01372,ALB_1155,ART_0437,Instead Full,1,273077,False,2019-06-14,PE523JNY328,0.041
TRK_01373,ALB_0380,ART_0379,East,3,262594,False,2026-04-27,AG202GNN569,0.044
TRK_01374,ALB_0332,ART_0454,Understand,2,217071,False,2024-11-11,AG303DCE346,0.033
TRK_01375,ALB_1069,ART_0377,Safe But Too Situation,1,299208,False,2025-05-22,MM076NWW279,0.083
TRK_01376,ALB_1196,ART_0474,Sport Eat,2,322705,False,2018-06-04,AE024FLO530,0.05
TRK_01377,ALB_0143,ART_0255,Same News,3,238969,False,2026-04-27,IL723TYI034,0.047
TRK_01378,ALB_0201,ART_0357,Another Music Learn,2,348828,True,2023-12-10,TT017SDX222,0.032
TRK_01379,ALB_0064,ART_0047,Small Town Article,3,286600,False,2026-03-30,OM648POS717,0.046
TRK_01380,ALB_0130,ART_0581,Manager Station Including Performance,1,340399,False,2000-03-09,US240OIC658,0.032
TRK_01381,ALB_0481,ART_0270,Class,1,282063,False,2018-10-07,GD725JUM812,0.032
TRK_01382,ALB_0746,ART_0258,Amount,3,286744,False,2024-01-29,TV566GUV844,0.042
TRK_01383,ALB_0270,ART_0487,Choice,1,1040198,False,2025-01-25,HU733YLG791,0.038
TRK_01384,ALB_0492,ART_0379,Case,3,288795,False,2024-11-16,BS101CPS878,0.045
TRK_01385,ALB_1271,ART_0167,Whiskey Half,2,317329,False,2021-07-14,FM869DFS017,0.032
TRK_01386,ALB_0491,ART_0271,Really Something Usually Our,1,346942,False,2026-04-27,MH199LMU945,0.039
TRK_01387,ALB_0418,ART_0437,Simple,8,336256,True,2017-09-18,CG712YVQ227,0.033
TRK_01388,ALB_1363,ART_0629,Economic Newspaper,1,150402,False,2022-08-29,EG205HYL422,0.202
TRK_01389,ALB_0921,ART_0426,Heavy Fly,6,270647,False,2024-12-24,IL963MMS308,0.044
TRK_01390,ALB_0122,ART_0267,Financial,5,338254,False,2023-11-08,KI704GML887,0.051
TRK_01391,ALB_1309,ART_0465,Highway Win,3,347585,False,2026-04-27,LS047XNR020,0.036
TRK_01392,ALB_0429,ART_0655,Help Medical Glass Partner,2,422587,False,2025-12-15,KW377ZBO492,0.032
TRK_01393,ALB_0046,ART_0339,Price Civil There Scientist,2,216514,False,2019-08-20,NI342UYK777,0.154
TRK_01394,ALB_1239,ART_0222,Civil Grow,3,221334,False,2009-02-02,DE061FJZ658,0.035
TRK_01395,ALB_0749,ART_0677,Painting Agree,6,199267,False,2024-10-29,MN922EUX941,0.039
TRK_01396,ALB_0493,ART_0688,Item,2,289646,False,2026-04-27,GM029ZOB559,0.048
TRK_01397,ALB_1403,ART_0437,Each Property,3,257056,False,2023-05-17,DE629BYE420,0.031
TRK_01398,ALB_0605,ART_0381,Friend Else Method,1,191233,False,2022-09-14,KH851OPI331,0.063
TRK_01399,ALB_1178,ART_0101,Set American,2,268471,False,2025-08-13,IR983LJG211,0.043
TRK_01400,ALB_0588,ART_0673,Them,2,294129,False,2025-01-07,EC154IJB815,0.035
TRK_01401,ALB_0145,ART_0537,Of,4,962597,True,2022-10-14,NI876WLH401,0.031
TRK_01402,ALB_1419,ART_0362,Most Energy,4,194519,False,2026-04-18,SO064CYY420,0.033
TRK_01403,ALB_0591,ART_0665,Cost,2,339233,False,2026-04-27,TN877UHU873,0.081
TRK_01404,ALB_1025,ART_0518,Simply Where Point,3,199052,True,2024-10-02,JM641NSQ962,0.05
TRK_01405,ALB_0317,ART_0344,Congress Particular,1,226008,False,2025-04-19,VC622BTS132,0.035
TRK_01406,ALB_0502,ART_0327,Ask Expect Particularly Mother,2,193645,False,2026-02-03,CG478ENC911,0.031
TRK_01407,ALB_0267,ART_0433,Check Set Open Order,1,224978,False,2026-03-23,VA498SMH128,0.051
TRK_01408,ALB_0839,ART_0631,Save After,2,217380,True,2025-08-16,GN666DAW020,0.044
TRK_01409,ALB_1260,ART_0320,Truck Would,3,256126,False,2022-07-01,FJ285MGA386,0.038
TRK_01410,ALB_0450,ART_0676,Fund,2,325366,False,2025-12-25,ZM052PJT438,0.037
TRK_01411,ALB_1479,ART_0023,Ability Great,1,175437,False,2022-11-09,FM269DDC299,0.034
TRK_01412,ALB_1001,ART_0063,Huge Recently,2,324254,False,2024-01-13,DK763NGN328,0.049
TRK_01413,ALB_0316,ART_0041,Throw Pull Third,1,349118,False,2024-10-31,GA376OHO185,0.142
TRK_01414,ALB_0186,ART_0272,White Tree Seek,2,206863,False,2020-03-23,NA267JTX136,0.033
TRK_01415,ALB_1041,ART_0500,Boy,3,338775,False,2021-11-27,AD132OTM823,0.045
TRK_01416,ALB_1491,ART_0520,Claim,2,332264,False,2006-08-30,BZ883VMU527,0.039
TRK_01417,ALB_0418,ART_0437,Total,9,227652,False,2017-09-18,BI875FYG067,0.039
TRK_01418,ALB_0671,ART_0317,Practice Institution,2,246910,False,2025-02-23,ZM592GPR088,0.035
TRK_01419,ALB_0901,ART_0670,Easy Avoid Camera Parent,3,330152,False,2025-08-01,NE178ALI159,0.065
TRK_01420,ALB_0858,ART_0611,Poor Must Federal,1,278531,False,2012-05-03,HR720XSZ266,0.041
TRK_01421,ALB_0966,ART_0409,Drippin None,6,228683,False,2025-12-18,MV295UCN912,0.043
TRK_01422,ALB_1473,ART_0540,Foot,3,299590,False,2023-12-23,VE899OMR255,0.036
TRK_01423,ALB_0435,ART_0483,Provide Pick Across,3,320316,False,2018-11-10,PA429ROE907,0.033
TRK_01424,ALB_0960,ART_0502,Central Pay,4,329097,False,2026-03-11,NO941ZFB799,0.032
TRK_01425,ALB_0847,ART_0167,None Network Other,1,257177,False,2022-12-01,KP748SZR599,0.053
TRK_01426,ALB_1204,ART_0084,Away Meeting,1,175487,False,2017-12-15,UZ841SDH673,0.034
TRK_01427,ALB_0166,ART_0232,Want Gas Human,3,238465,False,2026-01-02,TT881IBQ649,0.051
TRK_01428,ALB_1174,ART_0578,Face Act Painting Production,2,292689,False,2026-04-27,SG605KZI210,0.038
TRK_01429,ALB_1444,ART_0623,Which Although Hundred Need,2,157179,False,2024-12-29,BH082WHG484,0.039
TRK_01430,ALB_0038,ART_0311,Show A Theory Of,1,326252,False,2024-05-15,ET057PNM488,0.04
TRK_01431,ALB_0966,ART_0409,Flexin Since,7,209923,False,2025-12-18,PY418AJC563,0.037
TRK_01432,ALB_0254,ART_0359,Small Trip,1,406394,False,2016-07-13,BE030GLX566,0.032
TRK_01433,ALB_0329,ART_0016,Others Population Admit,2,355674,False,2024-07-28,MK641MCI849,0.036
TRK_01434,ALB_1348,ART_0371,Professor Today,4,316369,False,2026-04-27,KE679UBP087,0.049
TRK_01435,ALB_0838,ART_0347,Stackin By,1,152293,True,2026-04-27,SM726OWN001,0.049
TRK_01436,ALB_1346,ART_0438,Late,2,286816,True,2013-10-20,MR103QIM444,0.035
TRK_01437,ALB_1352,ART_0414,Stackin Physical,1,224221,False,2024-12-25,BD674ZXK568,0.04
TRK_01438,ALB_1223,ART_0442,Feeling Although Center Sing,3,218598,False,2021-12-07,CI559IUB967,0.034
TRK_01439,ALB_0531,ART_0280,Should Contain,3,357354,False,2023-06-02,EG190OPQ533,0.034
TRK_01440,ALB_0395,ART_0664,Far Soldier Else Film,4,324340,False,2024-06-11,MW484OMB559,0.031
TRK_01441,ALB_0509,ART_0272,General,2,345243,True,2022-02-21,DO138FFI350,0.082
TRK_01442,ALB_0322,ART_0095,Explain Rock Design Coach,2,327270,False,2022-01-16,UG003FET622,0.034
TRK_01443,ALB_0149,ART_0575,Single Door,1,359744,False,2026-04-27,DZ277IPI264,0.034
TRK_01444,ALB_1226,ART_0572,Sign,5,508932,False,2019-12-12,HU958UKL558,0.035
TRK_01445,ALB_0281,ART_0437,Once Figure Race Get,3,250004,False,2026-04-27,LC516FXN185,0.032
TRK_01446,ALB_0358,ART_0511,Base At From,1,261459,False,2022-06-05,BF805QCD491,0.048
TRK_01447,ALB_0066,ART_0262,Film Likely,1,187721,False,2026-04-27,MM352UVU478,0.032
TRK_01448,ALB_0333,ART_0202,Fast Street Such Budget,2,181707,False,2023-10-07,TT497MNC344,0.032
TRK_01449,ALB_1361,ART_0154,Goal,2,282049,True,2022-11-21,HT788HHN033,0.048
TRK_01450,ALB_0174,ART_0242,Know,2,200749,False,2023-10-03,BS133BCG892,0.037
TRK_01451,ALB_0283,ART_0188,Listen Movement Compare,1,230201,False,2026-04-06,TH152MAS787,0.052
TRK_01452,ALB_1245,ART_0299,Their,2,186680,True,2026-02-15,TH625HCS152,0.043
TRK_01453,ALB_0557,ART_0438,Figure Force Produce,3,194676,False,2020-03-06,LR378KGW018,0.035
TRK_01454,ALB_0949,ART_0567,Interesting Long Fall,3,199179,False,2026-04-27,MU717LZZ762,0.048
TRK_01455,ALB_0606,ART_0539,Open Assume,2,226449,False,2025-04-20,KR336KQY299,0.032
TRK_01456,ALB_1429,ART_0351,Pick Involve Will Game,3,348315,False,2026-04-27,VA999DIM001,0.043
TRK_01457,ALB_0084,ART_0351,Never Look,2,276563,False,2025-06-18,TR083TFI521,0.039
TRK_01458,ALB_0398,ART_0219,Organization Professional Fact Explain,2,214915,False,2025-04-26,CF464NWQ884,0.035
TRK_01459,ALB_0417,ART_0675,Possible,1,222549,False,2026-04-27,RS795XXF728,0.046
TRK_01460,ALB_0667,ART_0623,Forget Report Give Mind,2,168314,False,2026-02-09,SI190CVL221,0.074
TRK_01461,ALB_0612,ART_0626,Leg Much Produce,2,167043,False,2022-05-09,HR124OMC883,0.591
TRK_01462,ALB_1212,ART_0437,Together Left Unit Seek,1,308999,True,2025-03-23,SM445BFW143,0.046
TRK_01463,ALB_1387,ART_0437,Tv,1,222197,False,2023-11-17,DJ868UNO112,0.038
TRK_01464,ALB_0390,ART_0373,Ahead Month Game,1,284144,False,2026-04-27,NZ811FIF939,0.034
TRK_01465,ALB_0287,ART_0296,Every Trouble Office Thought,2,233127,False,2025-05-24,AO992KDX177,0.035
TRK_01466,ALB_1411,ART_0407,Firm Night Interesting,1,191182,False,2025-09-09,NO933VGI515,0.041
TRK_01467,ALB_0248,ART_0555,Seem Senior Let See,1,195185,False,2025-06-05,SV532HKP601,0.037
TRK_01468,ALB_0816,ART_0177,Skin Bag Eat Tax,2,200748,False,2022-06-09,CN974HPU255,0.089
TRK_01469,ALB_1289,ART_0314,Sonata No. 3,1,1122789,False,2025-05-14,NP090ZGG858,0.037
TRK_01470,ALB_0001,ART_0438,Response Amount,1,209522,False,2021-08-30,LR024ZEV373,0.037
TRK_01471,ALB_0354,ART_0105,Usually Somebody Most,1,217278,False,2024-09-26,GA662SWG713,0.038
TRK_01472,ALB_0739,ART_0134,Heart Service,3,330322,False,2020-08-27,US693ZND353,0.067
TRK_01473,ALB_0325,ART_0109,River Sea,1,199486,False,2025-08-12,AF585OSC615,0.048
TRK_01474,ALB_0393,ART_0147,Program Beat,2,192893,False,2023-10-05,LT663LWW979,0.046
TRK_01475,ALB_0472,ART_0589,Smile Break Here Early,1,216923,False,2012-04-22,GD902FLD837,0.036
TRK_01476,ALB_0070,ART_0233,Agreement Citizen Organization You,4,204776,False,2026-04-27,CF660LHF534,0.064
TRK_01477,ALB_1491,ART_0520,Help Effort Attention Relate,3,241999,False,2006-08-30,NG101ONV975,0.031
TRK_01478,ALB_0370,ART_0272,Movement Stand Try Important,3,206637,False,2012-10-04,IN051IAI038,0.074
TRK_01479,ALB_0166,ART_0232,Make Degree Enough Main,4,217165,False,2026-01-02,GE628RRD144,0.042
TRK_01480,ALB_0745,ART_0010,Break Sense,1,314582,True,2026-04-27,GT953KZC096,0.038
TRK_01481,ALB_0122,ART_0267,Kid,6,222330,False,2023-11-08,SA649LGI092,0.041
TRK_01482,ALB_1342,ART_0437,Shake Everything,7,334401,False,2017-07-15,VE874TPX551,0.049
TRK_01483,ALB_0283,ART_0188,Forget Security Law Suffer,2,218082,False,2026-04-06,CM743JHY068,0.031
TRK_01484,ALB_0818,ART_0090,Black Himself Story Even,1,308792,False,2010-06-09,WS034WHE398,0.074
TRK_01485,ALB_0630,ART_0271,Medical Day,3,240720,False,2026-04-27,PW758ZSW333,0.039
TRK_01486,ALB_1288,ART_0479,Little Add Economy,2,173228,False,2022-07-08,HT090MGO915,0.037
TRK_01487,ALB_0499,ART_0587,Drippin Tv,1,225028,False,2020-02-25,NL028WQY262,0.033
TRK_01488,ALB_1193,ART_0656,Cold Always Energy Pretty,2,334300,False,2023-11-14,DO319DIA057,0.039
TRK_01489,ALB_1393,ART_0401,Environmental Evidence After Religious,1,211193,False,2013-12-05,SA941RXX932,0.041
TRK_01490,ALB_0097,ART_0516,Drive Nearly,3,215072,True,2025-07-11,BO097OJJ941,0.038
TRK_01491,ALB_0768,ART_0212,Social,2,1026835,False,2015-11-27,IS870JVY987,0.05
TRK_01492,ALB_0005,ART_0581,Work Tend,2,321720,False,2023-09-08,TR632FTY251,0.039
TRK_01493,ALB_1275,ART_0001,Century Face,2,227303,False,2026-01-16,IN326NDC118,0.126
TRK_01494,ALB_0481,ART_0270,Data,2,221737,True,2018-10-07,KP686DEA163,0.045
TRK_01495,ALB_1015,ART_0166,Chance Human Reason,2,236449,False,2011-02-01,DO020XYP095,0.062
TRK_01496,ALB_0493,ART_0688,Include,3,297252,False,2026-04-27,NI219ILB536,0.032
TRK_01497,ALB_0601,ART_0487,Nocturne No. 6,1,337643,False,2024-12-06,AG577DGF950,0.038
TRK_01498,ALB_0856,ART_0483,During Four Something Whole,3,265823,True,2018-09-15,AR739WXC713,0.036
TRK_01499,ALB_1142,ART_0369,Pressure Commercial Behavior,4,190337,False,2021-03-29,GA869EPY087,0.044
TRK_01500,ALB_0938,ART_0350,Mission,3,221022,True,2024-06-05,CV210VAY454,0.072
TRK_01501,ALB_0188,ART_0559,Born Many Notice,1,1143207,False,2026-04-27,SY170PAD744,0.032
TRK_01502,ALB_1432,ART_0050,Work Certain Difficult Feeling,4,180120,True,2026-04-27,CO252JVL160,0.032
TRK_01503,ALB_0902,ART_0129,Democrat Onto Sense,2,245738,False,2025-07-14,CV094LYN477,0.07
TRK_01504,ALB_0440,ART_0437,Against Purpose Inside,2,338753,False,2020-05-04,YE551AFP327,0.034
TRK_01505,ALB_0921,ART_0426,Make,7,325107,False,2024-12-24,UY480SWL245,0.049
TRK_01506,ALB_0418,ART_0437,Music Born Already Black,10,298453,True,2017-09-18,TR158ZBI912,0.043
TRK_01507,ALB_1137,ART_0562,Thing Year Reflect Run,1,189384,False,2020-03-25,SO647RAI868,0.066
TRK_01508,ALB_1388,ART_0045,Heart Difficult,1,241677,False,2013-07-22,PL600TDQ884,0.032
TRK_01509,ALB_0714,ART_0481,Age See,1,220683,False,2026-01-21,OM819FSN190,0.032
TRK_01510,ALB_0933,ART_0164,Suffer Candidate Join Analysis,3,252063,False,2019-08-31,NA983MYU692,0.043
TRK_01511,ALB_1449,ART_0480,Woman Everything Especially Join,1,196641,False,2025-05-10,PE082HAU139,0.109
TRK_01512,ALB_0796,ART_0039,Ever Could,1,280787,False,2025-08-24,LC021RVJ237,0.039
TRK_01513,ALB_0864,ART_0006,Term Grow,2,637666,False,2023-07-31,LS033BJH000,0.036
TRK_01514,ALB_0191,ART_0189,Heavy Soldier,1,217648,False,2025-11-03,CH673AAH919,0.046
TRK_01515,ALB_1134,ART_0242,Near,1,234319,False,2019-12-10,TO911ZAB416,0.097
TRK_01516,ALB_0272,ART_0010,Often Task,3,343892,False,2024-09-08,BW692MDV327,0.067
TRK_01517,ALB_1045,ART_0007,Story Pull War,2,187837,False,2026-01-14,TR790YUV608,0.319
TRK_01518,ALB_0584,ART_0387,Feel Writer Week Wall,7,231204,False,2013-02-02,SY674DBM630,0.031
TRK_01519,ALB_0052,ART_0202,Staff Win,4,212722,False,2021-10-26,SG433UPC611,0.032
TRK_01520,ALB_0815,ART_0288,Bar Benefit Think,1,269818,False,2026-04-27,LB198GJW545,0.046
TRK_01521,ALB_0265,ART_0237,Of Source Change Adult,1,317254,False,2015-02-17,ZW401WPR535,0.064
TRK_01522,ALB_0527,ART_0375,Include Air,2,230135,False,2025-12-09,LI699LTR944,0.035
TRK_01523,ALB_0196,ART_0267,Tell It Challenge,4,319644,False,2026-04-27,BF108ZIT240,0.034
TRK_01524,ALB_1260,ART_0320,Whiskey Speech,4,238247,False,2022-07-01,SR182CMX238,0.06
TRK_01525,ALB_1352,ART_0414,Stackin Fight,2,225051,False,2024-12-25,AD262GEF085,0.031
TRK_01526,ALB_0384,ART_0469,Energy Foot Carry,1,359429,False,2017-06-15,GT536WDB423,0.037
TRK_01527,ALB_1152,ART_0346,Across Beautiful,6,306694,True,2007-05-18,VN182JHR851,0.041
TRK_01528,ALB_0512,ART_0363,Industry Attorney,1,223956,False,2020-11-18,EE559HCD046,0.044
TRK_01529,ALB_0889,ART_0356,Let Common Area,2,1090514,False,2022-02-04,NP600PHJ128,0.054
TRK_01530,ALB_1187,ART_0175,Low,1,277006,False,2023-06-13,BT012VOB329,0.037
TRK_01531,ALB_1488,ART_0532,Authority,1,312246,False,2026-04-27,MG120AFV485,0.046
TRK_01532,ALB_0585,ART_0317,Laugh,2,275893,True,2025-01-07,NZ534TPL460,0.045
TRK_01533,ALB_0732,ART_0375,Winnin Wall,2,184452,False,2016-01-14,CV763GNF460,0.043
TRK_01534,ALB_0923,ART_0219,Four According Material,1,213932,False,2023-09-10,CH347WJA243,0.048
TRK_01535,ALB_0333,ART_0202,Bar Yourself Movement,3,230897,False,2023-10-07,DK512CAG726,0.035
TRK_01536,ALB_0178,ART_0155,River Including,3,357059,False,2024-08-10,NL656ENC224,0.032
TRK_01537,ALB_1263,ART_0566,This Impact Nation Member,6,306148,False,2022-02-16,IR947LDO712,0.032
TRK_01538,ALB_0291,ART_0411,Debate Address,1,267455,False,2025-12-10,NG184TJI897,0.034
TRK_01539,ALB_0062,ART_0447,Dog Ten,1,275479,False,2026-04-07,GE404JHJ668,0.041
TRK_01540,ALB_0138,ART_0381,Beautiful So Item Education,3,256978,False,2025-04-29,LK525BZQ492,0.068
TRK_01541,ALB_1255,ART_0103,Rock,1,233030,False,2026-04-27,IS411XMI197,0.052
TRK_01542,ALB_0251,ART_0188,Nearly Most,2,231183,False,2024-12-28,PL306VRL343,0.06
TRK_01543,ALB_0711,ART_0437,Story,2,317501,False,2026-04-27,JO882RLZ188,0.037
TRK_01544,ALB_0633,ART_0617,Kind,3,191591,False,2026-01-05,SO066GGC405,0.038
TRK_01545,ALB_0938,ART_0350,Drippin Court,4,169619,True,2024-06-05,BW254ZUL341,0.038
TRK_01546,ALB_0419,ART_0217,End,3,202842,False,2026-04-27,AT160BAP498,0.033
TRK_01547,ALB_0260,ART_0132,Flexin Model,3,200191,False,2020-04-07,CV186KDS003,0.031
TRK_01548,ALB_0781,ART_0405,Defense,1,223595,False,2015-01-09,CA978DFF999,0.045
TRK_01549,ALB_1267,ART_0103,Surface,1,305308,False,2026-04-27,IS003PGW471,0.219
TRK_01550,ALB_0192,ART_0460,Ready Section Operation,1,1065734,False,2025-11-05,PT860WWR162,0.033
TRK_01551,ALB_1341,ART_0664,Resource Within Wrong Return,3,266741,False,2026-01-26,IL194XAO785,0.031
TRK_01552,ALB_1435,ART_0351,Build Deal Join Development,3,332978,False,2025-11-15,SM210HRC728,0.059
TRK_01553,ALB_0671,ART_0317,Mission About Case,3,295920,False,2025-02-23,PT903GBB716,0.035
TRK_01554,ALB_0241,ART_0435,Need Mention Single,2,309161,False,2024-05-16,PW223QEF996,0.066
TRK_01555,ALB_1475,ART_0287,Simple Movement Magazine,1,237728,False,2023-03-04,GT076LZS810,0.052
TRK_01556,ALB_0506,ART_0581,Natural Purpose Respond Hand,2,334224,True,2021-07-25,MH780QSM024,0.108
TRK_01557,ALB_1210,ART_0401,Sometimes Career Then,1,263185,False,2025-08-01,ER216MQW906,0.038
TRK_01558,ALB_0191,ART_0189,Idea,2,230528,True,2025-11-03,TG574YZC670,0.049
TRK_01559,ALB_1237,ART_0649,Radio Ground Join,3,292225,False,2021-06-11,FM139UDV521,0.04
TRK_01560,ALB_1402,ART_0120,Business,1,181640,False,2024-12-25,NE426ANM107,0.047
TRK_01561,ALB_1220,ART_0483,Hair Without,2,277649,False,2025-04-23,CF842NIO431,0.04
TRK_01562,ALB_1319,ART_0623,Official Eye,3,159535,False,2020-05-09,JP813GVB004,0.033
TRK_01563,ALB_1317,ART_0154,Over Special Sport,2,210338,False,2025-09-21,KW302YEU151,0.042
TRK_01564,ALB_0111,ART_0256,Half Space Nearly,1,181460,False,2011-08-24,MW463OTJ395,0.042
TRK_01565,ALB_0056,ART_0684,Before About Admit Budget,5,233501,False,2026-03-18,PS476GZL427,0.063
TRK_01566,ALB_0264,ART_0216,Skin Talk Business,1,206311,False,2026-04-27,PW385IXE512,0.054
TRK_01567,ALB_1292,ART_0358,Town Traditional Forget Better,2,730284,False,2016-05-17,HT959VXQ781,0.049
TRK_01568,ALB_1492,ART_0467,Choice Take,1,308615,False,2019-08-29,DZ097BJS236,0.032
TRK_01569,ALB_1291,ART_0476,Skill Itself Scene Yard,1,1162151,False,2026-04-27,IT677ECG205,0.053
TRK_01570,ALB_1200,ART_0052,Agree Data Step Less,2,188360,False,2025-12-08,ML647QUD837,0.041
TRK_01571,ALB_0012,ART_0236,Describe Main,1,198010,True,2025-07-31,KP380ETG274,0.081
TRK_01572,ALB_0427,ART_0442,Suggest Relationship,3,198243,False,2025-07-02,SV260VQX292,0.091
TRK_01573,ALB_0250,ART_0185,Truck Society,1,322439,False,2019-03-28,MX862HTC728,0.031
TRK_01574,ALB_0278,ART_0428,Large Investment,3,196492,False,2025-07-01,CR076ETN327,0.064
TRK_01575,ALB_0213,ART_0151,Yes,1,234560,False,2023-02-14,LU386WMI762,0.031
