collab_id,track_id,primary_artist_id,featured_artist_id,collab_type
COL_0481,TRK_02269,ART_0577,ART_0609,Featured
COL_0482,TRK_02167,ART_0611,ART_0498,Featured
COL_0483,TRK_00997,ART_0046,ART_0201,Featured
COL_0484,TRK_03834,ART_0453,ART_0204,Featured
COL_0485,TRK_00764,ART_0515,ART_0539,Producer
COL_0486,TRK_02929,ART_0271,ART_0235,Featured
COL_0487,TRK_03459,ART_0530,ART_0159,Remix
COL_0488,TRK_03780,ART_0481,ART_0396,Featured
COL_0489,TRK_05937,ART_0093,ART_0549,Featured
COL_0490,TRK_03946,ART_0438,ART_0114,Remix
COL_0491,TRK_00194,ART_0457,ART_0659,Remix
COL_0492,TRK_03149,ART_0020,ART_0105,Remix
COL_0493,TRK_01749,ART_0437,ART_0339,Featured
COL_0494,TRK_00811,ART_0347,ART_0062,Remix
COL_0495,TRK_05353,ART_0560,ART_0017,Remix
COL_0496,TRK_00099,ART_0267,ART_0436,Featured
COL_0497,TRK_01824,ART_0359,ART_0255,Featured
COL_0498,TRK_02839,ART_0475,ART_0029,Producer
COL_0499,TRK_05809,ART_0154,ART_0633,Featured
COL_0500,TRK_00817,ART_0362,ART_0487,Featured
COL_0501,TRK_00132,ART_0472,ART_0441,Featured
COL_0502,TRK_00319,ART_0158,ART_0639,Featured
COL_0503,TRK_05648,ART_0437,ART_0589,Featured
COL_0504,TRK_04467,ART_0109,ART_0568,Remix
COL_0505,TRK_04244,ART_0404,ART_0448,Featured
COL_0506,TRK_03946,ART_0438,ART_0357,Featured
COL_0507,TRK_00100,ART_0352,ART_0523,Featured
COL_0508,TRK_04775,ART_0688,ART_0509,Featured
COL_0509,TRK_02757,ART_0406,ART_0500,Featured
COL_0510,TRK_01142,ART_0497,ART_0439,Featured
COL_0511,TRK_00151,ART_0410,ART_0109,Remix
COL_0512,TRK_03774,ART_0517,ART_0675,Featured
COL_0513,TRK_05713,ART_0026,ART_0048,Featured
COL_0514,TRK_00559,ART_0052,ART_0638,Featured
COL_0515,TRK_02953,ART_0442,ART_0005,Featured
COL_0516,TRK_04449,ART_0478,ART_0522,Featured
COL_0517,TRK_05632,ART_0437,ART_0216,Featured
COL_0518,TRK_03953,ART_0138,ART_0258,Featured
COL_0519,TRK_04639,ART_0691,ART_0218,Featured
COL_0520,TRK_00670,ART_0681,ART_0092,Producer
COL_0521,TRK_02622,ART_0352,ART_0601,Producer
COL_0522,TRK_01859,ART_0442,ART_0602,Featured
COL_0523,TRK_02973,ART_0437,ART_0095,Featured
COL_0524,TRK_03698,ART_0637,ART_0473,Remix
COL_0525,TRK_05438,ART_0242,ART_0122,Featured
COL_0526,TRK_02254,ART_0216,ART_0482,Featured
COL_0527,TRK_00764,ART_0515,ART_0268,Featured
COL_0528,TRK_03029,ART_0437,ART_0530,Featured
COL_0529,TRK_02446,ART_0177,ART_0217,Featured
COL_0530,TRK_02463,ART_0586,ART_0389,Remix
COL_0531,TRK_04841,ART_0107,ART_0239,Featured
COL_0532,TRK_04326,ART_0291,ART_0160,Featured
COL_0533,TRK_02718,ART_0368,ART_0493,Remix
COL_0534,TRK_03940,ART_0563,ART_0014,Producer
COL_0535,TRK_03171,ART_0057,ART_0472,Producer
COL_0536,TRK_03835,ART_0138,ART_0541,Featured
COL_0537,TRK_03227,ART_0289,ART_0351,Featured
COL_0538,TRK_00294,ART_0457,ART_0267,Featured
COL_0539,TRK_04696,ART_0422,ART_0136,Featured
COL_0540,TRK_01664,ART_0404,ART_0533,Featured
COL_0541,TRK_03725,ART_0487,ART_0054,Featured
COL_0542,TRK_01723,ART_0581,ART_0528,Featured
COL_0543,TRK_04772,ART_0693,ART_0212,Featured
COL_0544,TRK_00721,ART_0191,ART_0560,Featured
COL_0545,TRK_00409,ART_0566,ART_0452,Featured
COL_0546,TRK_03933,ART_0355,ART_0296,Featured
COL_0547,TRK_03593,ART_0379,ART_0542,Featured
COL_0548,TRK_04498,ART_0067,ART_0242,Featured
COL_0549,TRK_04217,ART_0410,ART_0105,Featured
COL_0550,TRK_03913,ART_0577,ART_0538,Featured
COL_0551,TRK_00621,ART_0018,ART_0273,Featured
COL_0552,TRK_05178,ART_0446,ART_0344,Featured
COL_0553,TRK_01672,ART_0367,ART_0508,Remix
COL_0554,TRK_02137,ART_0291,ART_0636,Featured
COL_0555,TRK_02789,ART_0272,ART_0482,Featured
COL_0556,TRK_03682,ART_0147,ART_0638,Featured
COL_0557,TRK_05411,ART_0158,ART_0301,Featured
COL_0558,TRK_03851,ART_0045,ART_0004,Remix
COL_0559,TRK_05951,ART_0404,ART_0269,Featured
COL_0560,TRK_00619,ART_0437,ART_0315,Featured
COL_0561,TRK_03590,ART_0400,ART_0643,Featured
COL_0562,TRK_03384,ART_0437,ART_0265,Producer
COL_0563,TRK_00313,ART_0433,ART_0566,Featured
COL_0564,TRK_00966,ART_0428,ART_0067,Featured
COL_0565,TRK_03045,ART_0304,ART_0443,Featured
COL_0566,TRK_01946,ART_0684,ART_0478,Featured
COL_0567,TRK_01864,ART_0589,ART_0144,Producer
COL_0568,TRK_01301,ART_0453,ART_0139,Remix
COL_0569,TRK_04746,ART_0649,ART_0282,Featured
COL_0570,TRK_00437,ART_0450,ART_0500,Featured
COL_0571,TRK_00250,ART_0344,ART_0064,Featured
COL_0572,TRK_05749,ART_0611,ART_0139,Remix
COL_0573,TRK_04397,ART_0064,ART_0579,Featured
COL_0574,TRK_00281,ART_0437,ART_0214,Producer
COL_0575,TRK_02671,ART_0123,ART_0246,Featured
COL_0576,TRK_05954,ART_0284,ART_0586,Featured
COL_0577,TRK_02081,ART_0076,ART_0694,Featured
COL_0578,TRK_01173,ART_0356,ART_0002,Remix
COL_0579,TRK_02569,ART_0437,ART_0583,Featured
COL_0580,TRK_02368,ART_0409,ART_0347,Remix
COL_0581,TRK_05529,ART_0045,ART_0345,Featured
COL_0582,TRK_04077,ART_0585,ART_0596,Featured
COL_0583,TRK_05487,ART_0146,ART_0004,Featured
COL_0584,TRK_04861,ART_0296,ART_0588,Featured
COL_0585,TRK_01019,ART_0481,ART_0325,Producer
COL_0586,TRK_03006,ART_0167,ART_0378,Remix
COL_0587,TRK_00355,ART_0520,ART_0110,Featured
COL_0588,TRK_01476,ART_0233,ART_0120,Featured
COL_0589,TRK_04250,ART_0446,ART_0364,Remix
COL_0590,TRK_00751,ART_0557,ART_0184,Featured
COL_0591,TRK_05394,ART_0611,ART_0480,Featured
COL_0592,TRK_03196,ART_0611,ART_0278,Featured
COL_0593,TRK_04135,ART_0467,ART_0177,Featured
COL_0594,TRK_00194,ART_0457,ART_0381,Featured
COL_0595,TRK_01308,ART_0359,ART_0082,Featured
COL_0596,TRK_05631,ART_0069,ART_0121,Featured
COL_0597,TRK_00845,ART_0688,ART_0473,Featured
COL_0598,TRK_05511,ART_0267,ART_0625,Featured
COL_0599,TRK_02442,ART_0064,ART_0215,Featured
COL_0600,TRK_03307,ART_0553,ART_0402,Featured
COL_0601,TRK_05921,ART_0395,ART_0512,Featured
COL_0602,TRK_04067,ART_0009,ART_0265,Featured
COL_0603,TRK_05478,ART_0655,ART_0543,Featured
COL_0604,TRK_00349,ART_0004,ART_0045,Featured
COL_0605,TRK_03979,ART_0623,ART_0173,Featured
COL_0606,TRK_05695,ART_0670,ART_0309,Featured
COL_0607,TRK_05581,ART_0132,ART_0507,Remix
COL_0608,TRK_02040,ART_0133,ART_0554,Featured
COL_0609,TRK_00175,ART_0437,ART_0616,Featured
COL_0610,TRK_01124,ART_0441,ART_0409,Producer
COL_0611,TRK_03351,ART_0414,ART_0275,Featured
COL_0612,TRK_05111,ART_0344,ART_0207,Featured
COL_0613,TRK_02542,ART_0350,ART_0185,Featured
COL_0614,TRK_03851,ART_0045,ART_0203,Featured
COL_0615,TRK_04015,ART_0255,ART_0052,Featured
COL_0616,TRK_00782,ART_0109,ART_0378,Remix
COL_0617,TRK_04081,ART_0579,ART_0036,Featured
COL_0618,TRK_01889,ART_0602,ART_0041,Featured
COL_0619,TRK_00300,ART_0634,ART_0534,Remix
COL_0620,TRK_04036,ART_0352,ART_0448,Featured
COL_0621,TRK_01592,ART_0662,ART_0546,Producer
COL_0622,TRK_04837,ART_0045,ART_0034,Featured
COL_0623,TRK_00994,ART_0648,ART_0568,Featured
COL_0624,TRK_05585,ART_0479,ART_0330,Producer
COL_0625,TRK_02513,ART_0202,ART_0224,Remix
COL_0626,TRK_01436,ART_0438,ART_0164,Remix
COL_0627,TRK_05897,ART_0230,ART_0335,Featured
COL_0628,TRK_05908,ART_0437,ART_0036,Featured
COL_0629,TRK_01771,ART_0699,ART_0287,Producer
COL_0630,TRK_05283,ART_0378,ART_0416,Remix
COL_0631,TRK_01942,ART_0093,ART_0192,Featured
COL_0632,TRK_04100,ART_0437,ART_0081,Featured
COL_0633,TRK_04618,ART_0453,ART_0345,Remix
COL_0634,TRK_00686,ART_0154,ART_0382,Featured
COL_0635,TRK_02772,ART_0623,ART_0484,Featured
COL_0636,TRK_00457,ART_0627,ART_0174,Featured
COL_0637,TRK_04630,ART_0023,ART_0337,Featured
COL_0638,TRK_05583,ART_0682,ART_0566,Featured
COL_0639,TRK_02701,ART_0661,ART_0402,Featured
COL_0640,TRK_05817,ART_0352,ART_0385,Featured
COL_0641,TRK_04136,ART_0295,ART_0374,Featured
COL_0642,TRK_05092,ART_0421,ART_0542,Featured
COL_0643,TRK_05876,ART_0099,ART_0468,Featured
COL_0644,TRK_02626,ART_0025,ART_0626,Featured
COL_0645,TRK_01302,ART_0454,ART_0351,Featured
COL_0646,TRK_00285,ART_0381,ART_0162,Featured
COL_0647,TRK_02883,ART_0334,ART_0068,Featured
COL_0648,TRK_02136,ART_0437,ART_0164,Featured
COL_0649,TRK_05157,ART_0441,ART_0425,Featured
COL_0650,TRK_02333,ART_0018,ART_0470,Featured
COL_0651,TRK_05691,ART_0487,ART_0420,Featured
COL_0652,TRK_02535,ART_0270,ART_0191,Featured
COL_0653,TRK_04936,ART_0688,ART_0491,Remix
COL_0654,TRK_00087,ART_0437,ART_0017,Featured
COL_0655,TRK_01694,ART_0437,ART_0607,Featured
COL_0656,TRK_00919,ART_0074,ART_0672,Featured
COL_0657,TRK_04869,ART_0562,ART_0222,Remix
COL_0658,TRK_04887,ART_0040,ART_0477,Producer
COL_0659,TRK_05020,ART_0111,ART_0149,Featured
COL_0660,TRK_04174,ART_0326,ART_0678,Featured
COL_0661,TRK_03806,ART_0518,ART_0463,Remix
COL_0662,TRK_01569,ART_0476,ART_0487,Featured
COL_0663,TRK_04503,ART_0344,ART_0253,Remix
COL_0664,TRK_05667,ART_0154,ART_0256,Remix
COL_0665,TRK_00834,ART_0012,ART_0180,Featured
COL_0666,TRK_04848,ART_0311,ART_0606,Featured
COL_0667,TRK_05025,ART_0611,ART_0139,Featured
COL_0668,TRK_03848,ART_0532,ART_0081,Featured
COL_0669,TRK_04050,ART_0553,ART_0447,Producer
COL_0670,TRK_04566,ART_0517,ART_0059,Producer
COL_0671,TRK_01586,ART_0578,ART_0266,Featured
COL_0672,TRK_02405,ART_0629,ART_0276,Remix
COL_0673,TRK_04717,ART_0063,ART_0497,Featured
COL_0674,TRK_02183,ART_0554,ART_0239,Featured
COL_0675,TRK_04843,ART_0568,ART_0604,Featured
COL_0676,TRK_01071,ART_0050,ART_0089,Producer
COL_0677,TRK_04862,ART_0065,ART_0189,Producer
COL_0678,TRK_00861,ART_0088,ART_0635,Featured
COL_0679,TRK_05236,ART_0225,ART_0605,Featured
COL_0680,TRK_05636,ART_0567,ART_0318,Featured
COL_0681,TRK_00568,ART_0683,ART_0467,Featured
COL_0682,TRK_02055,ART_0542,ART_0073,Remix
COL_0683,TRK_02567,ART_0212,ART_0283,Featured
COL_0684,TRK_04701,ART_0338,ART_0333,Featured
COL_0685,TRK_05323,ART_0208,ART_0438,Remix
COL_0686,TRK_04950,ART_0435,ART_0389,Remix
COL_0687,TRK_05021,ART_0559,ART_0590,Featured
COL_0688,TRK_02473,ART_0050,ART_0408,Featured
COL_0689,TRK_00398,ART_0012,ART_0426,Featured
COL_0690,TRK_00511,ART_0013,ART_0202,Featured
COL_0691,TRK_04013,ART_0117,ART_0198,Featured
COL_0692,TRK_04470,ART_0040,ART_0676,Producer
COL_0693,TRK_01589,ART_0209,ART_0096,Featured
COL_0694,TRK_04702,ART_0060,ART_0438,Featured
COL_0695,TRK_03539,ART_0656,ART_0480,Remix
COL_0696,TRK_05983,ART_0068,ART_0518,Featured
COL_0697,TRK_02798,ART_0437,ART_0421,Featured
COL_0698,TRK_03952,ART_0354,ART_0596,Featured
COL_0699,TRK_00452,ART_0313,ART_0456,Producer
COL_0700,TRK_05993,ART_0641,ART_0390,Featured
COL_0701,TRK_02472,ART_0454,ART_0159,Featured
COL_0702,TRK_01184,ART_0045,ART_0589,Featured
COL_0703,TRK_04817,ART_0064,ART_0298,Featured
COL_0704,TRK_01413,ART_0041,ART_0281,Featured
COL_0705,TRK_01183,ART_0060,ART_0140,Remix
COL_0706,TRK_01790,ART_0039,ART_0442,Remix
COL_0707,TRK_01186,ART_0307,ART_0403,Featured
COL_0708,TRK_04639,ART_0691,ART_0274,Featured
COL_0709,TRK_00872,ART_0030,ART_0388,Featured
COL_0710,TRK_00774,ART_0154,ART_0650,Featured
COL_0711,TRK_01152,ART_0272,ART_0698,Producer
COL_0712,TRK_04451,ART_0655,ART_0572,Remix
COL_0713,TRK_00165,ART_0071,ART_0108,Featured
COL_0714,TRK_02770,ART_0162,ART_0607,Featured
COL_0715,TRK_05608,ART_0103,ART_0436,Featured
COL_0716,TRK_00095,ART_0484,ART_0188,Remix
COL_0717,TRK_01002,ART_0699,ART_0213,Producer
COL_0718,TRK_04467,ART_0109,ART_0593,Featured
COL_0719,TRK_03963,ART_0221,ART_0355,Featured
COL_0720,TRK_05978,ART_0626,ART_0080,Featured
COL_0721,TRK_03709,ART_0484,ART_0056,Featured
COL_0722,TRK_05414,ART_0279,ART_0198,Featured
COL_0723,TRK_04613,ART_0520,ART_0368,Remix
COL_0724,TRK_05277,ART_0372,ART_0286,Featured
COL_0725,TRK_01464,ART_0373,ART_0688,Featured
COL_0726,TRK_05695,ART_0670,ART_0497,Featured
COL_0727,TRK_04864,ART_0585,ART_0157,Remix
COL_0728,TRK_04202,ART_0064,ART_0554,Featured
COL_0729,TRK_00784,ART_0154,ART_0326,Featured
COL_0730,TRK_02070,ART_0225,ART_0046,Remix
COL_0731,TRK_01036,ART_0564,ART_0305,Featured
COL_0732,TRK_02106,ART_0021,ART_0588,Remix
COL_0733,TRK_05749,ART_0611,ART_0120,Featured
COL_0734,TRK_02600,ART_0581,ART_0552,Remix
COL_0735,TRK_03707,ART_0578,ART_0255,Remix
COL_0736,TRK_04433,ART_0647,ART_0530,Producer
COL_0737,TRK_05816,ART_0423,ART_0479,Featured
COL_0738,TRK_04222,ART_0274,ART_0099,Producer
COL_0739,TRK_02621,ART_0117,ART_0025,Featured
COL_0740,TRK_01932,ART_0065,ART_0021,Remix
COL_0741,TRK_02956,ART_0369,ART_0316,Featured
COL_0742,TRK_02333,ART_0018,ART_0267,Featured
COL_0743,TRK_02955,ART_0447,ART_0450,Featured
COL_0744,TRK_05805,ART_0121,ART_0130,Featured
COL_0745,TRK_00646,ART_0437,ART_0598,Producer
COL_0746,TRK_01826,ART_0117,ART_0638,Remix
COL_0747,TRK_04667,ART_0355,ART_0459,Producer
COL_0748,TRK_05923,ART_0377,ART_0280,Featured
COL_0749,TRK_00530,ART_0011,ART_0271,Featured
COL_0750,TRK_00394,ART_0284,ART_0093,Featured
COL_0751,TRK_03933,ART_0355,ART_0581,Featured
COL_0752,TRK_01901,ART_0075,ART_0444,Featured
COL_0753,TRK_02347,ART_0697,ART_0040,Featured
COL_0754,TRK_05381,ART_0577,ART_0603,Featured
COL_0755,TRK_04977,ART_0295,ART_0317,Remix
COL_0756,TRK_01489,ART_0401,ART_0255,Featured
COL_0757,TRK_04854,ART_0396,ART_0387,Featured
COL_0758,TRK_00672,ART_0549,ART_0559,Featured
COL_0759,TRK_05121,ART_0437,ART_0272,Featured
COL_0760,TRK_00293,ART_0611,ART_0637,Featured
COL_0761,TRK_00754,ART_0255,ART_0355,Remix
COL_0762,TRK_02676,ART_0110,ART_0673,Producer
COL_0763,TRK_00349,ART_0004,ART_0366,Featured
COL_0764,TRK_05643,ART_0585,ART_0431,Featured
COL_0765,TRK_02396,ART_0068,ART_0064,Featured
COL_0766,TRK_01314,ART_0256,ART_0521,Featured
COL_0767,TRK_04587,ART_0373,ART_0216,Featured
COL_0768,TRK_00876,ART_0166,ART_0383,Featured
COL_0769,TRK_02971,ART_0229,ART_0258,Featured
COL_0770,TRK_01219,ART_0369,ART_0689,Featured
COL_0771,TRK_02217,ART_0111,ART_0615,Remix
COL_0772,TRK_05344,ART_0413,ART_0205,Featured
COL_0773,TRK_03129,ART_0331,ART_0535,Remix
COL_0774,TRK_04289,ART_0030,ART_0184,Remix
COL_0775,TRK_00836,ART_0437,ART_0272,Featured
COL_0776,TRK_01363,ART_0162,ART_0257,Featured
COL_0777,TRK_02560,ART_0291,ART_0079,Producer
COL_0778,TRK_02818,ART_0611,ART_0441,Featured
COL_0779,TRK_05210,ART_0567,ART_0311,Featured
COL_0780,TRK_03652,ART_0012,ART_0373,Producer
COL_0781,TRK_01621,ART_0120,ART_0683,Featured
COL_0782,TRK_03469,ART_0289,ART_0678,Producer
COL_0783,TRK_04720,ART_0142,ART_0424,Remix
COL_0784,TRK_01419,ART_0670,ART_0507,Featured
COL_0785,TRK_03501,ART_0142,ART_0125,Featured
COL_0786,TRK_03181,ART_0229,ART_0125,Remix
COL_0787,TRK_02722,ART_0584,ART_0412,Featured
COL_0788,TRK_01805,ART_0300,ART_0581,Remix
COL_0789,TRK_04299,ART_0606,ART_0469,Featured
COL_0790,TRK_01519,ART_0202,ART_0020,Featured
COL_0791,TRK_03537,ART_0450,ART_0467,Remix
COL_0792,TRK_00867,ART_0203,ART_0471,Featured
COL_0793,TRK_05749,ART_0611,ART_0317,Remix
COL_0794,TRK_00129,ART_0311,ART_0140,Featured
COL_0795,TRK_04527,ART_0110,ART_0673,Featured
COL_0796,TRK_04213,ART_0539,ART_0646,Remix
COL_0797,TRK_00123,ART_0467,ART_0387,Featured
COL_0798,TRK_02318,ART_0481,ART_0671,Producer
COL_0799,TRK_01393,ART_0339,ART_0696,Featured
COL_0800,TRK_05340,ART_0437,ART_0603,Featured
