royalty_id,track_id,artist_id,label_id,quarter,streams_credited,rate_per_stream,gross_revenue_usd,label_cut_usd,artist_payout_usd
ROY_00241,TRK_02840,ART_0437,LBL_0003,Q3-2023,2650000,0.0047,12455.0,8718.5,3736.5
ROY_00242,TRK_05093,ART_0351,LBL_0007,Q2-2024,1100000,0.00393,4323.0,3026.1,1296.9
ROY_00243,TRK_02938,ART_0437,LBL_0003,Q1-2024,825000,0.0047,3877.5,2714.25,1163.25
ROY_00244,TRK_03239,ART_0101,LBL_0019,Q3-2024,1000000,0.00377,3770.0,2639.0,1131.0
ROY_00245,TRK_01253,ART_0675,LBL_0015,Q2-2023,1800000,0.00623,11214.0,7849.8,3364.2
ROY_00246,TRK_02705,ART_0166,LBL_0019,Q1-2023,1100000,0.00377,4147.0,2902.9,1244.1
ROY_00247,TRK_00606,ART_0350,LBL_0047,Q4-2023,1074999,0.0065,6987.49,4891.25,2096.25
ROY_00248,TRK_04786,ART_0651,LBL_0026,Q2-2023,3050000,0.00398,12139.0,8497.3,3641.7
ROY_00249,TRK_00037,ART_0231,LBL_0050,Q2-2024,925000,0.00503,4652.75,3256.92,1395.83
ROY_00250,TRK_04996,ART_0649,LBL_0048,Q3-2023,1225000,0.00605,7411.25,5187.88,2223.38
ROY_00251,TRK_01033,ART_0233,LBL_0019,Q4-2023,4650000,0.00377,17530.5,12271.35,5259.15
ROY_00252,TRK_05636,ART_0567,LBL_0032,Q4-2023,2400000,0.00426,10224.0,7156.8,3067.2
ROY_00253,TRK_04128,ART_0437,LBL_0003,Q2-2024,2000000,0.0047,9400.0,6580.0,2820.0
ROY_00254,TRK_03233,ART_0217,LBL_0040,Q3-2023,2000000,0.00469,9380.0,6566.0,2814.0
ROY_00255,TRK_01292,ART_0638,LBL_0040,Q3-2023,1074999,0.00469,5041.75,3529.22,1512.52
ROY_00256,TRK_04002,ART_0287,LBL_0029,Q4-2023,2050000,0.00392,8036.0,5625.2,2410.8
ROY_00257,TRK_05000,ART_0108,LBL_0031,Q3-2023,1850000,0.00665,12302.5,8611.75,3690.75
ROY_00258,TRK_00850,ART_0437,LBL_0003,Q1-2024,2174999,0.0047,10222.5,7155.75,3066.75
ROY_00259,TRK_00457,ART_0627,LBL_0001,Q2-2023,9325000,0.00456,42522.0,29765.4,12756.6
ROY_00260,TRK_01558,ART_0189,LBL_0013,Q1-2024,1225000,0.00337,4128.25,2889.77,1238.47
ROY_00261,TRK_05743,ART_0276,LBL_0017,Q3-2023,1200000,0.00521,6252.0,4376.4,1875.6
ROY_00262,TRK_01156,ART_0643,LBL_0030,Q1-2023,1450000,0.0046,6670.0,4669.0,2001.0
ROY_00263,TRK_02206,ART_0010,LBL_0027,Q3-2024,825000,0.00408,3366.0,2356.2,1009.8
ROY_00264,TRK_04759,ART_0270,LBL_0020,Q4-2024,1200000,0.00565,6780.0,4746.0,2034.0
ROY_00265,TRK_02760,ART_0129,LBL_0020,Q1-2023,3025000,0.00565,17091.25,11963.88,5127.38
ROY_00266,TRK_04421,ART_0487,LBL_0036,Q3-2024,1625000,0.00534,8677.5,6074.25,2603.25
ROY_00267,TRK_00646,ART_0437,LBL_0003,Q3-2023,1400000,0.0047,6580.0,4606.0,1974.0
ROY_00268,TRK_02166,ART_0381,LBL_0006,Q2-2023,3200000,0.00313,10016.0,7011.2,3004.8
ROY_00269,TRK_02969,ART_0485,LBL_0046,Q4-2023,775000,0.00363,2813.25,1969.27,843.98
ROY_00270,TRK_01823,ART_0405,LBL_0001,Q2-2023,2600000,0.00456,11856.0,8299.2,3556.8
ROY_00271,TRK_00163,ART_0371,LBL_0018,Q1-2024,1325000,0.00654,8665.5,6065.85,2599.65
ROY_00272,TRK_01413,ART_0041,LBL_0033,Q4-2023,3549999,0.00654,23216.99,16251.9,6965.1
ROY_00273,TRK_04256,ART_0688,LBL_0023,Q1-2023,1274999,0.00365,4653.75,3257.62,1396.12
ROY_00274,TRK_01503,ART_0129,LBL_0020,Q2-2023,1750000,0.00565,9887.5,6921.25,2966.25
ROY_00275,TRK_02642,ART_0479,LBL_0004,Q3-2024,1525000,0.00738,11254.5,7878.15,3376.35
ROY_00276,TRK_01576,ART_0060,LBL_0022,Q3-2024,925000,0.00411,3801.75,2661.22,1140.52
ROY_00277,TRK_05705,ART_0352,LBL_0002,Q1-2023,800000,0.00538,4304.0,3012.8,1291.2
ROY_00278,TRK_04648,ART_0181,LBL_0010,Q3-2023,1000000,0.00624,6240.0,4368.0,1872.0
ROY_00279,TRK_05011,ART_0437,LBL_0003,Q3-2024,2775000,0.0047,13042.5,9129.75,3912.75
ROY_00280,TRK_04051,ART_0352,LBL_0002,Q4-2024,1150000,0.00538,6187.0,4330.9,1856.1
ROY_00281,TRK_01756,ART_0670,LBL_0026,Q2-2024,825000,0.00398,3283.5,2298.45,985.05
ROY_00282,TRK_00664,ART_0367,LBL_0035,Q2-2023,800000,0.00525,4200.0,2940.0,1260.0
ROY_00283,TRK_02715,ART_0274,LBL_0028,Q3-2024,1325000,0.00523,6929.75,4850.82,2078.92
ROY_00284,TRK_04042,ART_0271,LBL_0034,Q3-2024,2025000,0.00406,8221.5,5755.05,2466.45
ROY_00285,TRK_00689,ART_0381,LBL_0006,Q1-2024,900000,0.00313,2817.0,1971.9,845.1
ROY_00286,TRK_03006,ART_0167,LBL_0026,Q3-2024,2200000,0.00398,8756.0,6129.2,2626.8
ROY_00287,TRK_05562,ART_0437,LBL_0003,Q2-2024,1800000,0.0047,8460.0,5922.0,2538.0
ROY_00288,TRK_04770,ART_0103,LBL_0030,Q4-2024,1525000,0.0046,7015.0,4910.5,2104.5
ROY_00289,TRK_02301,ART_0501,LBL_0032,Q1-2024,1700000,0.00426,7242.0,5069.4,2172.6
ROY_00290,TRK_04765,ART_0261,LBL_0021,Q3-2023,1300000,0.00642,8346.0,5842.2,2503.8
ROY_00291,TRK_05554,ART_0638,LBL_0040,Q2-2024,1074999,0.00469,5041.75,3529.22,1512.52
ROY_00292,TRK_03661,ART_0272,LBL_0022,Q1-2023,1100000,0.00411,4521.0,3164.7,1356.3
ROY_00293,TRK_01098,ART_0448,LBL_0014,Q3-2023,1274999,0.00639,8147.24,5703.07,2444.17
ROY_00294,TRK_02892,ART_0015,LBL_0014,Q4-2024,1325000,0.00639,8466.75,5926.72,2540.03
ROY_00295,TRK_04257,ART_0437,LBL_0003,Q3-2024,875000,0.0047,4112.5,2878.75,1233.75
ROY_00296,TRK_03768,ART_0273,LBL_0019,Q1-2024,3549999,0.00377,13383.5,9368.45,4015.05
ROY_00297,TRK_05963,ART_0127,LBL_0019,Q3-2023,2900000,0.00377,10933.0,7653.1,3279.9
ROY_00298,TRK_02017,ART_0442,LBL_0038,Q1-2024,1000000,0.00497,4970.0,3479.0,1491.0
ROY_00299,TRK_04880,ART_0693,LBL_0012,Q4-2024,2174999,0.00362,7873.5,5511.45,2362.05
ROY_00300,TRK_02306,ART_0243,LBL_0032,Q1-2024,1500000,0.00426,6390.0,4473.0,1917.0
ROY_00301,TRK_01777,ART_0474,LBL_0020,Q4-2024,1300000,0.00565,7345.0,5141.5,2203.5
ROY_00302,TRK_04070,ART_0675,LBL_0015,Q3-2023,825000,0.00623,5139.75,3597.82,1541.92
ROY_00303,TRK_00244,ART_0283,LBL_0009,Q2-2023,1825000,0.00388,7081.0,4956.7,2124.3
ROY_00304,TRK_01151,ART_0063,LBL_0049,Q3-2024,1325000,0.00648,8586.0,6010.2,2575.8
ROY_00305,TRK_03126,ART_0489,LBL_0013,Q2-2024,1975000,0.00337,6655.75,4659.02,1996.72
ROY_00306,TRK_05594,ART_0629,LBL_0037,Q3-2023,1475000,0.00445,6563.75,4594.62,1969.12
ROY_00307,TRK_05842,ART_0015,LBL_0014,Q2-2023,1125000,0.00639,7188.75,5032.12,2156.62
ROY_00308,TRK_01413,ART_0041,LBL_0033,Q3-2023,3549999,0.00654,23216.99,16251.9,6965.1
ROY_00309,TRK_04109,ART_0039,LBL_0017,Q3-2023,900000,0.00521,4689.0,3282.3,1406.7
ROY_00310,TRK_05315,ART_0450,LBL_0035,Q1-2023,775000,0.00525,4068.75,2848.12,1220.62
ROY_00311,TRK_05713,ART_0026,LBL_0009,Q3-2024,9200000,0.00388,35696.0,24987.2,10708.8
ROY_00312,TRK_04547,ART_0046,LBL_0044,Q4-2023,1150000,0.00654,7521.0,5264.7,2256.3
ROY_00313,TRK_05753,ART_0657,LBL_0021,Q2-2024,775000,0.00642,4975.5,3482.85,1492.65
ROY_00314,TRK_00940,ART_0347,LBL_0049,Q4-2024,2750000,0.00648,17820.0,12474.0,5346.0
ROY_00315,TRK_03885,ART_0319,LBL_0025,Q2-2024,1074999,0.00554,5955.49,4168.85,1786.65
ROY_00316,TRK_04925,ART_0450,LBL_0035,Q4-2024,875000,0.00525,4593.75,3215.62,1378.12
ROY_00317,TRK_00792,ART_0167,LBL_0026,Q4-2024,2575000,0.00398,10248.5,7173.95,3074.55
ROY_00318,TRK_02776,ART_0294,LBL_0026,Q4-2023,875000,0.00398,3482.5,2437.75,1044.75
ROY_00319,TRK_05375,ART_0677,LBL_0005,Q1-2023,2300000,0.00673,15479.0,10835.3,4643.7
ROY_00320,TRK_00856,ART_0579,LBL_0035,Q1-2023,850000,0.00525,4462.5,3123.75,1338.75
ROY_00321,TRK_01156,ART_0643,LBL_0030,Q1-2024,1450000,0.0046,6670.0,4669.0,2001.0
ROY_00322,TRK_01147,ART_0128,LBL_0044,Q1-2023,800000,0.00654,5232.0,3662.4,1569.6
ROY_00323,TRK_05558,ART_0334,LBL_0037,Q4-2024,1575000,0.00445,7008.75,4906.12,2102.62
ROY_00324,TRK_02830,ART_0525,LBL_0044,Q1-2023,1900000,0.00654,12426.0,8698.2,3727.8
ROY_00325,TRK_04389,ART_0106,LBL_0036,Q2-2023,1800000,0.00534,9612.0,6728.4,2883.6
ROY_00326,TRK_00770,ART_0124,LBL_0045,Q2-2023,1500000,0.00436,6540.0,4578.0,1962.0
ROY_00327,TRK_05090,ART_0043,LBL_0026,Q4-2023,1325000,0.00398,5273.5,3691.45,1582.05
ROY_00328,TRK_01080,ART_0413,LBL_0016,Q1-2024,1025000,0.0035,3587.5,2511.25,1076.25
ROY_00329,TRK_00378,ART_0296,LBL_0016,Q2-2024,2500000,0.0035,8750.0,6125.0,2625.0
ROY_00330,TRK_02256,ART_0611,LBL_0050,Q1-2023,2300000,0.00503,11569.0,8098.3,3470.7
ROY_00331,TRK_05611,ART_0153,LBL_0028,Q3-2024,1500000,0.00523,7845.0,5491.5,2353.5
ROY_00332,TRK_05055,ART_0311,LBL_0011,Q4-2024,825000,0.00579,4776.75,3343.72,1433.02
ROY_00333,TRK_00742,ART_0537,LBL_0001,Q2-2023,2675000,0.00456,12198.0,8538.6,3659.4
ROY_00334,TRK_00302,ART_0473,LBL_0045,Q4-2023,925000,0.00436,4033.0,2823.1,1209.9
ROY_00335,TRK_00426,ART_0141,LBL_0035,Q2-2024,5300000,0.00525,27825.0,19477.5,8347.5
ROY_00336,TRK_01713,ART_0528,LBL_0034,Q1-2023,1425000,0.00406,5785.5,4049.85,1735.65
ROY_00337,TRK_02624,ART_0409,LBL_0021,Q4-2024,775000,0.00642,4975.5,3482.85,1492.65
ROY_00338,TRK_05405,ART_0093,LBL_0044,Q3-2024,1074999,0.00654,7030.49,4921.35,2109.15
ROY_00339,TRK_01630,ART_0687,LBL_0046,Q3-2024,1050000,0.00363,3811.5,2668.05,1143.45
ROY_00340,TRK_00828,ART_0581,LBL_0049,Q1-2023,3800000,0.00648,24624.0,17236.8,7387.2
ROY_00341,TRK_04054,ART_0296,LBL_0016,Q3-2024,1400000,0.0035,4900.0,3430.0,1470.0
ROY_00342,TRK_01956,ART_0018,LBL_0004,Q3-2024,2800000,0.00738,20664.0,14464.8,6199.2
ROY_00343,TRK_02113,ART_0499,LBL_0010,Q3-2023,1025000,0.00624,6396.0,4477.2,1918.8
ROY_00344,TRK_05974,ART_0590,LBL_0035,Q2-2024,875000,0.00525,4593.75,3215.62,1378.12
ROY_00345,TRK_05268,ART_0685,LBL_0045,Q1-2024,1150000,0.00436,5014.0,3509.8,1504.2
ROY_00346,TRK_05521,ART_0431,LBL_0016,Q4-2023,1175000,0.0035,4112.5,2878.75,1233.75
ROY_00347,TRK_02948,ART_0164,LBL_0011,Q1-2024,1825000,0.00579,10566.75,7396.72,3170.03
ROY_00348,TRK_00977,ART_0677,LBL_0005,Q2-2023,1150000,0.00673,7739.5,5417.65,2321.85
ROY_00349,TRK_04773,ART_0607,LBL_0017,Q2-2023,925000,0.00521,4819.25,3373.47,1445.77
ROY_00350,TRK_02206,ART_0010,LBL_0027,Q4-2023,825000,0.00408,3366.0,2356.2,1009.8
ROY_00351,TRK_03390,ART_0564,LBL_0029,Q4-2024,1074999,0.00392,4214.0,2949.8,1264.2
ROY_00352,TRK_05675,ART_0280,LBL_0034,Q4-2024,775000,0.00406,3146.5,2202.55,943.95
ROY_00353,TRK_04845,ART_0626,LBL_0011,Q1-2023,1000000,0.00579,5790.0,4053.0,1737.0
ROY_00354,TRK_00040,ART_0500,LBL_0021,Q2-2024,1200000,0.00642,7704.0,5392.8,2311.2
ROY_00355,TRK_01631,ART_0259,LBL_0030,Q2-2024,1200000,0.0046,5520.0,3864.0,1656.0
ROY_00356,TRK_00339,ART_0050,LBL_0030,Q4-2023,1050000,0.0046,4830.0,3381.0,1449.0
ROY_00357,TRK_04896,ART_0101,LBL_0019,Q4-2024,1774999,0.00377,6691.75,4684.22,2007.52
ROY_00358,TRK_02433,ART_0079,LBL_0036,Q4-2023,4850000,0.00534,25899.0,18129.3,7769.7
ROY_00359,TRK_03145,ART_0044,LBL_0030,Q2-2023,1150000,0.0046,5290.0,3703.0,1587.0
ROY_00360,TRK_01118,ART_0597,LBL_0037,Q2-2024,950000,0.00445,4227.5,2959.25,1268.25
ROY_00361,TRK_05041,ART_0176,LBL_0030,Q4-2023,2700000,0.0046,12420.0,8694.0,3726.0
ROY_00362,TRK_05836,ART_0154,LBL_0047,Q4-2023,1000000,0.0065,6500.0,4550.0,1950.0
ROY_00363,TRK_02618,ART_0646,LBL_0012,Q3-2024,6675000,0.00362,24163.5,16914.45,7249.05
ROY_00364,TRK_00915,ART_0069,LBL_0007,Q4-2023,1025000,0.00393,4028.25,2819.78,1208.48
ROY_00365,TRK_03020,ART_0517,LBL_0010,Q3-2024,875000,0.00624,5460.0,3822.0,1638.0
ROY_00366,TRK_00340,ART_0437,LBL_0003,Q1-2023,850000,0.0047,3995.0,2796.5,1198.5
ROY_00367,TRK_03847,ART_0344,LBL_0025,Q1-2023,6100000,0.00554,33794.0,23655.8,10138.2
ROY_00368,TRK_02716,ART_0657,LBL_0021,Q4-2024,1550000,0.00642,9951.0,6965.7,2985.3
ROY_00369,TRK_01433,ART_0016,LBL_0017,Q3-2024,900000,0.00521,4689.0,3282.3,1406.7
ROY_00370,TRK_02548,ART_0282,LBL_0044,Q1-2023,1550000,0.00654,10137.0,7095.9,3041.1
ROY_00371,TRK_01461,ART_0626,LBL_0011,Q3-2024,14775000,0.00579,85547.25,59883.07,25664.17
ROY_00372,TRK_05060,ART_0439,LBL_0002,Q4-2024,5250000,0.00538,28245.0,19771.5,8473.5
ROY_00373,TRK_02642,ART_0479,LBL_0004,Q4-2024,1525000,0.00738,11254.5,7878.15,3376.35
ROY_00374,TRK_04350,ART_0335,LBL_0011,Q1-2023,2125000,0.00579,12303.75,8612.62,3691.12
ROY_00375,TRK_01615,ART_0611,LBL_0050,Q3-2024,850000,0.00503,4275.5,2992.85,1282.65
ROY_00376,TRK_03933,ART_0355,LBL_0029,Q1-2023,20875000,0.00392,81830.0,57281.0,24549.0
ROY_00377,TRK_00267,ART_0018,LBL_0004,Q2-2024,1750000,0.00738,12915.0,9040.5,3874.5
ROY_00378,TRK_03618,ART_0242,LBL_0011,Q4-2023,2100000,0.00579,12159.0,8511.3,3647.7
ROY_00379,TRK_04488,ART_0437,LBL_0003,Q1-2024,1450000,0.0047,6815.0,4770.5,2044.5
ROY_00380,TRK_03501,ART_0142,LBL_0006,Q4-2023,1000000,0.00313,3130.0,2191.0,939.0
ROY_00381,TRK_05887,ART_0371,LBL_0018,Q1-2024,850000,0.00654,5559.0,3891.3,1667.7
ROY_00382,TRK_03763,ART_0031,LBL_0023,Q2-2023,6125000,0.00365,22356.25,15649.37,6706.88
ROY_00383,TRK_03979,ART_0623,LBL_0026,Q3-2024,775000,0.00398,3084.5,2159.15,925.35
ROY_00384,TRK_00509,ART_0481,LBL_0012,Q1-2023,775000,0.00362,2805.5,1963.85,841.65
ROY_00385,TRK_01121,ART_0450,LBL_0035,Q4-2024,2149999,0.00525,11287.49,7901.25,3386.25
ROY_00386,TRK_03738,ART_0465,LBL_0037,Q3-2023,1000000,0.00445,4450.0,3115.0,1335.0
ROY_00387,TRK_02532,ART_0282,LBL_0044,Q3-2023,975000,0.00654,6376.5,4463.55,1912.95
ROY_00388,TRK_00825,ART_0611,LBL_0050,Q2-2024,1300000,0.00503,6539.0,4577.3,1961.7
ROY_00389,TRK_02045,ART_0174,LBL_0034,Q2-2024,3675000,0.00406,14920.5,10444.35,4476.15
ROY_00390,TRK_02715,ART_0274,LBL_0028,Q1-2024,1325000,0.00523,6929.75,4850.82,2078.92
ROY_00391,TRK_05338,ART_0677,LBL_0005,Q2-2023,1975000,0.00673,13291.75,9304.22,3987.52
ROY_00392,TRK_03792,ART_0384,LBL_0008,Q1-2024,800000,0.00524,4192.0,2934.4,1257.6
ROY_00393,TRK_04376,ART_0646,LBL_0012,Q1-2023,925000,0.00362,3348.5,2343.95,1004.55
ROY_00394,TRK_03187,ART_0242,LBL_0011,Q1-2023,950000,0.00579,5500.5,3850.35,1650.15
ROY_00395,TRK_02632,ART_0279,LBL_0027,Q1-2023,875000,0.00408,3570.0,2499.0,1071.0
ROY_00396,TRK_01396,ART_0688,LBL_0023,Q4-2023,1200000,0.00365,4380.0,3066.0,1314.0
ROY_00397,TRK_01602,ART_0023,LBL_0001,Q2-2023,850000,0.00456,3876.0,2713.2,1162.8
ROY_00398,TRK_04316,ART_0551,LBL_0019,Q3-2024,3900000,0.00377,14703.0,10292.1,4410.9
ROY_00399,TRK_05315,ART_0450,LBL_0035,Q2-2023,775000,0.00525,4068.75,2848.12,1220.62
ROY_00400,TRK_05505,ART_0135,LBL_0002,Q4-2023,18350000,0.00538,98723.0,69106.1,29616.9
ROY_00401,TRK_00745,ART_0437,LBL_0003,Q4-2023,2575000,0.0047,12102.5,8471.75,3630.75
ROY_00402,TRK_01500,ART_0350,LBL_0047,Q4-2023,1800000,0.0065,11700.0,8190.0,3510.0
ROY_00403,TRK_01753,ART_0437,LBL_0003,Q3-2023,1375000,0.0047,6462.5,4523.75,1938.75
ROY_00404,TRK_03264,ART_0611,LBL_0050,Q1-2024,1450000,0.00503,7293.5,5105.45,2188.05
ROY_00405,TRK_04055,ART_0317,LBL_0018,Q4-2023,4775000,0.00654,31228.5,21859.95,9368.55
ROY_00406,TRK_01064,ART_0699,LBL_0043,Q3-2024,2075000,0.00572,11869.0,8308.3,3560.7
ROY_00407,TRK_01554,ART_0435,LBL_0018,Q1-2024,1650000,0.00654,10791.0,7553.7,3237.3
ROY_00408,TRK_04955,ART_0089,LBL_0029,Q2-2023,25000000,0.00392,98000.0,68600.0,29400.0
ROY_00409,TRK_02470,ART_0651,LBL_0026,Q1-2024,8075000,0.00398,32138.5,22496.95,9641.55
ROY_00410,TRK_02526,ART_0141,LBL_0035,Q2-2023,1000000,0.00525,5250.0,3675.0,1575.0
ROY_00411,TRK_04805,ART_0441,LBL_0050,Q3-2023,800000,0.00503,4024.0,2816.8,1207.2
ROY_00412,TRK_03880,ART_0154,LBL_0047,Q3-2024,1125000,0.0065,7312.5,5118.75,2193.75
ROY_00413,TRK_03366,ART_0537,LBL_0001,Q2-2024,1050000,0.00456,4788.0,3351.6,1436.4
ROY_00414,TRK_05873,ART_0511,LBL_0027,Q2-2023,775000,0.00408,3162.0,2213.4,948.6
ROY_00415,TRK_02193,ART_0615,LBL_0034,Q4-2024,2525000,0.00406,10251.5,7176.05,3075.45
ROY_00416,TRK_01821,ART_0023,LBL_0001,Q1-2023,1050000,0.00456,4788.0,3351.6,1436.4
ROY_00417,TRK_03847,ART_0344,LBL_0025,Q1-2024,6100000,0.00554,33794.0,23655.8,10138.2
ROY_00418,TRK_03482,ART_0319,LBL_0025,Q4-2024,4075000,0.00554,22575.5,15802.85,6772.65
ROY_00419,TRK_03984,ART_0270,LBL_0020,Q1-2023,2825000,0.00565,15961.25,11172.87,4788.37
ROY_00420,TRK_02575,ART_0673,LBL_0018,Q2-2023,875000,0.00654,5722.5,4005.75,1716.75
ROY_00421,TRK_00824,ART_0242,LBL_0011,Q4-2024,1800000,0.00579,10422.0,7295.4,3126.6
ROY_00422,TRK_05181,ART_0539,LBL_0007,Q3-2024,1074999,0.00393,4224.75,2957.32,1267.42
ROY_00423,TRK_00180,ART_0442,LBL_0038,Q3-2023,1050000,0.00497,5218.5,3652.95,1565.55
ROY_00424,TRK_05727,ART_0416,LBL_0043,Q1-2024,1825000,0.00572,10439.0,7307.3,3131.7
ROY_00425,TRK_05512,ART_0519,LBL_0003,Q4-2024,1950000,0.0047,9165.0,6415.5,2749.5
ROY_00426,TRK_00403,ART_0437,LBL_0003,Q4-2024,900000,0.0047,4230.0,2961.0,1269.0
ROY_00427,TRK_00307,ART_0418,LBL_0009,Q3-2024,975000,0.00388,3783.0,2648.1,1134.9
ROY_00428,TRK_02986,ART_0151,LBL_0009,Q3-2024,1400000,0.00388,5432.0,3802.4,1629.6
ROY_00429,TRK_04955,ART_0089,LBL_0029,Q1-2023,25000000,0.00392,98000.0,68600.0,29400.0
ROY_00430,TRK_05892,ART_0437,LBL_0003,Q1-2023,850000,0.0047,3995.0,2796.5,1198.5
ROY_00431,TRK_04702,ART_0060,LBL_0022,Q1-2023,3400000,0.00411,13974.0,9781.8,4192.2
ROY_00432,TRK_01096,ART_0409,LBL_0021,Q2-2023,800000,0.00642,5136.0,3595.2,1540.8
ROY_00433,TRK_04136,ART_0295,LBL_0015,Q4-2024,6825000,0.00623,42519.75,29763.82,12755.92
ROY_00434,TRK_03797,ART_0347,LBL_0049,Q3-2024,1050000,0.00648,6804.0,4762.8,2041.2
ROY_00435,TRK_01832,ART_0352,LBL_0002,Q4-2024,2675000,0.00538,14391.5,10074.05,4317.45
ROY_00436,TRK_00045,ART_0437,LBL_0003,Q1-2024,1825000,0.0047,8577.5,6004.25,2573.25
ROY_00437,TRK_04203,ART_0473,LBL_0045,Q3-2024,1425000,0.00436,6213.0,4349.1,1863.9
ROY_00438,TRK_04038,ART_0289,LBL_0009,Q2-2023,1900000,0.00388,7372.0,5160.4,2211.6
ROY_00439,TRK_02464,ART_0478,LBL_0026,Q3-2024,3000000,0.00398,11940.0,8358.0,3582.0
ROY_00440,TRK_00418,ART_0554,LBL_0036,Q1-2024,1774999,0.00534,9478.49,6634.95,2843.55
ROY_00441,TRK_02650,ART_0176,LBL_0030,Q3-2023,1074999,0.0046,4945.0,3461.5,1483.5
ROY_00442,TRK_02018,ART_0099,LBL_0018,Q2-2024,1175000,0.00654,7684.5,5379.15,2305.35
ROY_00443,TRK_00387,ART_0500,LBL_0021,Q2-2024,1050000,0.00642,6741.0,4718.7,2022.3
ROY_00444,TRK_00400,ART_0098,LBL_0049,Q3-2023,5825000,0.00648,37746.0,26422.2,11323.8
ROY_00445,TRK_03067,ART_0697,LBL_0024,Q1-2023,1750000,0.00568,9940.0,6958.0,2982.0
ROY_00446,TRK_01045,ART_0386,LBL_0005,Q2-2023,1225000,0.00673,8244.25,5770.97,2473.28
ROY_00447,TRK_04778,ART_0593,LBL_0048,Q1-2024,975000,0.00605,5898.75,4129.12,1769.62
ROY_00448,TRK_01068,ART_0485,LBL_0046,Q3-2023,1250000,0.00363,4537.5,3176.25,1361.25
ROY_00449,TRK_04947,ART_0567,LBL_0032,Q1-2024,1225000,0.00426,5218.5,3652.95,1565.55
ROY_00450,TRK_03051,ART_0230,LBL_0042,Q3-2024,775000,0.00401,3107.75,2175.42,932.32
ROY_00451,TRK_03578,ART_0023,LBL_0001,Q2-2024,775000,0.00456,3534.0,2473.8,1060.2
ROY_00452,TRK_05369,ART_0527,LBL_0050,Q4-2023,925000,0.00503,4652.75,3256.92,1395.83
ROY_00453,TRK_02568,ART_0664,LBL_0035,Q2-2023,1225000,0.00525,6431.25,4501.88,1929.38
ROY_00454,TRK_03722,ART_0635,LBL_0044,Q1-2023,850000,0.00654,5559.0,3891.3,1667.7
ROY_00455,TRK_03919,ART_0352,LBL_0002,Q1-2024,1150000,0.00538,6187.0,4330.9,1856.1
ROY_00456,TRK_04455,ART_0068,LBL_0037,Q4-2023,6950000,0.00445,30927.5,21649.25,9278.25
ROY_00457,TRK_05496,ART_0593,LBL_0048,Q1-2023,2600000,0.00605,15730.0,11011.0,4719.0
ROY_00458,TRK_04964,ART_0021,LBL_0027,Q3-2023,1074999,0.00408,4386.0,3070.2,1315.8
ROY_00459,TRK_05636,ART_0567,LBL_0032,Q4-2024,2400000,0.00426,10224.0,7156.8,3067.2
ROY_00460,TRK_05751,ART_0622,LBL_0006,Q3-2023,825000,0.00313,2582.25,1807.57,774.67
ROY_00461,TRK_03744,ART_0598,LBL_0034,Q4-2024,900000,0.00406,3654.0,2557.8,1096.2
ROY_00462,TRK_00604,ART_0577,LBL_0020,Q2-2023,2300000,0.00565,12995.0,9096.5,3898.5
ROY_00463,TRK_00629,ART_0099,LBL_0018,Q2-2023,1074999,0.00654,7030.49,4921.35,2109.15
ROY_00464,TRK_05841,ART_0272,LBL_0022,Q1-2023,800000,0.00411,3288.0,2301.6,986.4
ROY_00465,TRK_05881,ART_0687,LBL_0046,Q2-2024,2525000,0.00363,9165.75,6416.02,2749.72
ROY_00466,TRK_03192,ART_0437,LBL_0003,Q1-2024,1350000,0.0047,6345.0,4441.5,1903.5
ROY_00467,TRK_00407,ART_0113,LBL_0021,Q4-2023,1925000,0.00642,12358.5,8650.95,3707.55
ROY_00468,TRK_05764,ART_0478,LBL_0026,Q3-2023,2174999,0.00398,8656.5,6059.55,2596.95
ROY_00469,TRK_02284,ART_0211,LBL_0031,Q4-2023,950000,0.00665,6317.5,4422.25,1895.25
ROY_00470,TRK_00531,ART_0437,LBL_0003,Q4-2023,13125000,0.0047,61687.5,43181.25,18506.25
ROY_00471,TRK_05950,ART_0581,LBL_0049,Q1-2024,2350000,0.00648,15228.0,10659.6,4568.4
ROY_00472,TRK_03572,ART_0138,LBL_0030,Q3-2024,1175000,0.0046,5405.0,3783.5,1621.5
ROY_00473,TRK_00159,ART_0437,LBL_0003,Q2-2023,775000,0.0047,3642.5,2549.75,1092.75
ROY_00474,TRK_04379,ART_0585,LBL_0011,Q3-2023,1000000,0.00579,5790.0,4053.0,1737.0
ROY_00475,TRK_03815,ART_0374,LBL_0041,Q3-2023,1074999,0.00453,4869.75,3408.82,1460.92
ROY_00476,TRK_00648,ART_0414,LBL_0003,Q4-2023,1025000,0.0047,4817.5,3372.25,1445.25
ROY_00477,TRK_03331,ART_0067,LBL_0050,Q2-2024,2625000,0.00503,13203.75,9242.62,3961.12
ROY_00478,TRK_00973,ART_0071,LBL_0007,Q3-2023,925000,0.00393,3635.25,2544.68,1090.58
ROY_00479,TRK_05583,ART_0682,LBL_0008,Q4-2023,2250000,0.00524,11790.0,8253.0,3537.0
ROY_00480,TRK_00735,ART_0621,LBL_0011,Q2-2023,1550000,0.00579,8974.5,6282.15,2692.35
ROY_00481,TRK_01883,ART_0250,LBL_0034,Q3-2023,950000,0.00406,3857.0,2699.9,1157.1
