chart_id,track_id,artist_id,chart_name,week_date,peak_position,weeks_on_chart
2112,9149,166,Alternative 50,2024-03-31,55,22
2113,10599,203,EU Top 200,2020-06-22,76,40
2114,9334,146,US Hot 100,2020-11-15,193,44
2115,8273,3,Latin Beats,2024-09-13,139,8
2116,3480,209,Alternative 50,2018-09-05,35,4
2117,13139,218,EU Top 200,2016-03-02,9,25
2118,10457,199,US Hot 100,2020-07-21,114,22
2119,3710,212,EU Top 200,2022-09-21,17,37
2120,13864,62,EU Top 200,2023-04-08,172,1
2121,699,20,Alternative 50,2020-04-07,105,38
2122,12383,131,EU Top 200,2020-05-31,115,26
2123,4143,122,EU Top 200,2018-10-28,71,19
2124,11065,32,Global Weekly,2019-01-06,125,11
2125,4602,208,Urban Chart,2023-12-14,197,41
2126,14797,46,APAC Pulse,2022-09-10,5,36
2127,12910,49,US Hot 100,2022-06-26,176,9
2128,5409,136,Latin Beats,2022-10-22,145,28
2129,13157,58,Alternative 50,2024-01-07,100,51
2130,8160,37,Alternative 50,2021-04-12,5,28
2131,2438,46,US Hot 100,2023-02-20,95,19
2132,8726,112,APAC Pulse,2016-08-03,141,47
2133,3697,133,APAC Pulse,2024-08-04,193,26
2134,7983,171,Urban Chart,2024-03-16,79,36
2135,13740,6,Urban Chart,2022-07-15,154,15
2136,8969,146,Urban Chart,2023-06-26,181,12
2137,14523,52,Latin Beats,2022-08-14,181,52
2138,11327,186,Alternative 50,2022-05-06,81,26
2139,14514,81,Latin Beats,2024-09-28,124,6
2140,5955,154,Dance/Electronic 40,2023-08-30,180,15
2141,10099,88,Global Weekly,2024-02-25,198,24
2142,13478,141,US Hot 100,2020-05-09,135,40
2143,5149,137,Latin Beats,2018-07-01,87,15
2144,12756,66,Alternative 50,2018-04-22,85,48
2145,2183,10,EU Top 200,2019-11-11,178,35
2146,4318,134,Alternative 50,2016-12-21,11,38
2147,4715,88,APAC Pulse,2023-09-15,175,19
2148,7517,146,APAC Pulse,2021-07-19,119,24
2149,11930,23,Global Weekly,2020-01-15,139,29
2150,6233,108,Dance/Electronic 40,2024-01-05,105,19
2151,6268,212,US Hot 100,2024-07-11,190,23
2152,14532,134,APAC Pulse,2022-07-29,28,17
2153,2164,27,US Hot 100,2020-07-05,53,13
2154,7099,59,Urban Chart,2022-05-27,23,51
2155,10430,231,Global Weekly,2020-03-16,65,35
2156,5373,167,APAC Pulse,2023-02-19,2,33
2157,3062,137,Urban Chart,2020-05-12,179,27
2158,745,222,EU Top 200,2024-10-16,63,9
2159,12472,206,Urban Chart,2023-07-24,194,5
2160,13002,2,APAC Pulse,2024-05-09,119,4
2161,13520,228,Latin Beats,2022-07-20,81,46
2162,10642,3,Urban Chart,2016-11-30,97,7
2163,6660,69,Dance/Electronic 40,2021-06-17,59,22
2164,6396,69,APAC Pulse,2024-07-08,21,45
2165,9077,68,Urban Chart,2017-03-04,7,52
2166,6993,95,Dance/Electronic 40,2024-09-01,96,6
2167,7187,183,Global Weekly,2019-09-18,197,32
2168,8187,6,Alternative 50,2024-03-29,58,15
2169,13089,238,Dance/Electronic 40,2021-12-08,23,31
2170,10516,221,Alternative 50,2023-01-18,124,28
2171,2722,232,APAC Pulse,2022-03-22,34,10
2172,13062,84,Urban Chart,2023-08-17,93,34
2173,10666,34,US Hot 100,2021-09-01,183,28
2174,13469,26,Global Weekly,2022-06-15,41,49
2175,11987,105,US Hot 100,2017-05-17,91,51
2176,9484,74,Alternative 50,2022-12-30,20,3
2177,12555,191,APAC Pulse,2019-03-06,124,16
2178,6712,201,Urban Chart,2022-12-14,196,12
2179,4349,35,Urban Chart,2016-08-04,4,21
2180,14359,175,Alternative 50,2018-09-12,89,52
2181,11189,217,US Hot 100,2024-05-04,95,7
2182,1521,46,APAC Pulse,2023-03-11,41,33
2183,13011,22,Alternative 50,2022-12-02,99,14
2184,913,28,US Hot 100,2022-08-29,31,50
2185,6401,200,Dance/Electronic 40,2024-11-05,147,38
2186,14617,243,APAC Pulse,2024-05-20,99,20
2187,3514,71,US Hot 100,2024-07-10,38,24
2188,12597,30,US Hot 100,2022-06-09,59,44
2189,11863,15,Dance/Electronic 40,2020-12-24,22,9
2190,7862,143,Latin Beats,2023-10-11,127,29
2191,11371,126,APAC Pulse,2020-02-18,58,6
2192,12104,148,Global Weekly,2021-02-18,120,31
2193,14497,204,APAC Pulse,2024-09-22,98,9
2194,1999,207,EU Top 200,2019-03-04,75,33
2195,13120,76,Alternative 50,2022-02-08,116,49
2196,2462,221,US Hot 100,2021-07-08,65,39
2197,11037,179,Urban Chart,2015-09-23,27,19
2198,8416,24,APAC Pulse,2022-07-23,135,42
2199,119,119,Latin Beats,2023-12-03,186,19
2200,6428,193,APAC Pulse,2022-10-19,167,6
2201,9942,73,Latin Beats,2018-03-07,30,8
2202,1289,108,Global Weekly,2022-06-06,188,49
2203,639,168,EU Top 200,2024-10-27,50,51
2204,266,3,Dance/Electronic 40,2023-08-23,162,13
2205,217,217,Dance/Electronic 40,2023-01-13,198,4
2206,11832,193,EU Top 200,2019-09-18,91,41
2207,7134,74,EU Top 200,2022-11-25,153,14
2208,13752,212,APAC Pulse,2021-04-28,184,42
2209,2531,125,Global Weekly,2023-02-01,131,24
2210,198,198,Dance/Electronic 40,2023-04-29,16,15
2211,11784,211,EU Top 200,2024-01-24,158,20
2212,6535,6,APAC Pulse,2024-07-11,83,15
2213,4757,41,Urban Chart,2021-05-05,11,36
2214,5552,132,Dance/Electronic 40,2016-10-12,88,41
2215,12942,242,Latin Beats,2022-06-20,20,10
2216,14980,201,Dance/Electronic 40,2024-03-27,198,22
2217,11882,195,US Hot 100,2018-01-10,69,17
2218,1176,45,Global Weekly,2021-05-25,118,41
2219,12518,181,US Hot 100,2020-04-21,147,4
2220,1458,6,Dance/Electronic 40,2022-07-08,89,27
2221,2702,20,Global Weekly,2024-06-18,156,38
2222,3155,152,US Hot 100,2023-02-21,95,9
2223,4593,60,Alternative 50,2022-05-04,168,51
2224,12078,219,Urban Chart,2023-03-15,159,4
2225,7412,191,US Hot 100,2019-06-10,23,36
2226,14949,115,Urban Chart,2023-04-07,106,33
2227,7565,79,EU Top 200,2017-11-02,141,26
2228,11098,64,Urban Chart,2018-10-31,90,14
2229,12933,32,Alternative 50,2023-11-11,183,5
2230,5074,36,Alternative 50,2024-04-21,140,42
2231,10376,56,Alternative 50,2024-05-09,4,24
2232,5827,131,Latin Beats,2017-06-28,73,47
2233,7371,53,Global Weekly,2022-03-23,108,45
2234,10024,244,APAC Pulse,2021-08-02,40,36
2235,7758,52,EU Top 200,2024-06-06,2,14
2236,11344,32,US Hot 100,2023-10-21,187,44
2237,1636,208,Alternative 50,2023-08-12,109,16
2238,4465,95,APAC Pulse,2023-02-11,65,5
2239,6633,132,EU Top 200,2019-08-25,11,50
2240,10667,111,Alternative 50,2017-08-23,39,31
2241,8287,159,Alternative 50,2024-05-02,2,8
2242,3775,58,APAC Pulse,2024-02-25,30,34
2243,9906,65,Latin Beats,2022-08-11,61,12
2244,3349,13,APAC Pulse,2024-08-28,55,36
2245,5014,33,Alternative 50,2023-01-16,132,43
2246,13696,112,Alternative 50,2021-10-20,195,3
2247,11620,114,Dance/Electronic 40,2022-11-02,99,12
2248,5673,178,US Hot 100,2021-03-25,1,52
2249,7334,168,Alternative 50,2023-09-06,121,12
2250,13302,56,US Hot 100,2017-02-08,99,6
2251,596,100,US Hot 100,2023-12-14,152,27
2252,3088,220,Urban Chart,2023-12-20,102,34
2253,5042,58,Urban Chart,2024-11-10,8,50
2254,13033,206,Latin Beats,2020-05-13,108,20
2255,7343,2,Urban Chart,2021-06-01,51,25
2256,124,124,APAC Pulse,2020-09-13,44,30
2257,282,128,EU Top 200,2023-12-18,96,26
2258,9701,100,Latin Beats,2024-01-01,90,48
2259,6741,141,Dance/Electronic 40,2024-11-20,75,51
2260,537,184,Dance/Electronic 40,2023-07-17,55,44
2261,12427,26,Urban Chart,2021-07-01,29,20
2262,10571,111,Dance/Electronic 40,2021-10-27,8,48
2263,5786,90,EU Top 200,2024-02-07,53,50
2264,6588,163,US Hot 100,2016-10-12,151,20
2265,14862,59,APAC Pulse,2024-03-17,90,48
2266,10481,225,Dance/Electronic 40,2021-01-13,57,48
2267,13974,38,Alternative 50,2015-01-21,153,13
2268,12535,162,Urban Chart,2023-07-23,7,15
2269,9295,211,Urban Chart,2016-03-23,134,38
2270,13983,125,Global Weekly,2016-09-14,35,37
2271,3278,207,US Hot 100,2022-11-08,25,51
2272,5806,228,Urban Chart,2022-11-13,108,50
2273,14176,17,Urban Chart,2017-03-08,104,12
2274,9342,147,Latin Beats,2024-11-10,176,12
2275,12362,126,Global Weekly,2017-02-18,131,1
2276,4230,240,Dance/Electronic 40,2016-08-04,10,29
2277,14321,152,Urban Chart,2024-06-23,71,1
2278,9466,236,APAC Pulse,2023-08-26,53,11
2279,11204,162,EU Top 200,2019-12-11,20,41
2280,5948,200,Urban Chart,2015-02-25,108,49
2281,13427,74,Dance/Electronic 40,2023-01-07,66,8
2282,14943,42,Latin Beats,2023-08-10,185,35
2283,11219,30,US Hot 100,2021-11-04,98,35
2284,2089,180,APAC Pulse,2021-01-21,60,4
2285,7393,163,Global Weekly,2016-08-24,1,49
2286,3335,195,Dance/Electronic 40,2022-11-23,31,51
2287,865,111,Urban Chart,2019-03-13,22,34
2288,11463,200,EU Top 200,2019-04-24,63,52
2289,777,41,Dance/Electronic 40,2016-05-04,74,4
2290,2120,13,Latin Beats,2021-02-24,179,2
2291,12030,222,Global Weekly,2022-12-08,168,15
2292,2280,81,Latin Beats,2021-03-14,19,20
2293,9222,131,Dance/Electronic 40,2023-03-05,186,25
2294,14023,164,APAC Pulse,2023-12-02,72,29
2295,13178,86,Latin Beats,2024-06-16,101,26
2296,12807,110,Dance/Electronic 40,2020-12-16,194,42
2297,2030,208,Urban Chart,2022-07-21,147,17
2298,6028,60,Latin Beats,2021-01-27,196,20
2299,10392,9,Urban Chart,2024-02-24,84,7
2300,11447,108,US Hot 100,2022-11-07,25,35
2301,10514,58,US Hot 100,2024-09-08,87,18
2302,9782,183,Dance/Electronic 40,2023-03-01,94,16
2303,8495,234,Alternative 50,2024-09-15,118,24
2304,5259,202,Latin Beats,2018-12-19,95,41
2305,4669,121,US Hot 100,2020-12-26,44,44
2306,2921,34,EU Top 200,2024-02-14,54,29
2307,1625,5,US Hot 100,2022-05-31,193,25
2308,5271,111,Alternative 50,2024-06-16,188,2
2309,1357,89,Latin Beats,2015-08-12,172,7
2310,3344,32,Urban Chart,2024-09-15,57,26
2311,14005,142,EU Top 200,2018-08-05,186,42
2312,253,92,APAC Pulse,2022-09-09,179,18
2313,8112,46,US Hot 100,2020-07-09,41,40
2314,8945,115,US Hot 100,2023-03-07,75,33
2315,318,39,Latin Beats,2023-01-31,60,52
2316,6458,246,Urban Chart,2019-06-23,52,4
2317,4528,192,Alternative 50,2020-05-13,125,35
2318,9976,141,Latin Beats,2018-02-21,96,40
2319,13891,58,Latin Beats,2024-08-24,40,47
2320,5810,207,Alternative 50,2024-04-14,184,49
2321,13896,88,Global Weekly,2024-06-30,140,37
2322,1014,193,Latin Beats,2022-06-01,71,48
2323,4607,41,Alternative 50,2024-12-18,137,43
2324,10254,175,US Hot 100,2024-10-23,115,16
2325,6792,132,US Hot 100,2022-06-15,82,32
2326,8592,24,Global Weekly,2023-09-18,130,16
2327,1411,134,EU Top 200,2022-02-28,101,27
2328,1899,131,APAC Pulse,2020-05-10,128,17
2329,7249,3,Global Weekly,2022-09-16,60,7
2330,8959,235,Dance/Electronic 40,2016-10-26,110,14
2331,1723,208,Urban Chart,2024-08-10,149,16
2332,9525,37,APAC Pulse,2023-07-26,188,35
2333,9882,217,Global Weekly,2024-12-14,30,46
2334,4153,144,Latin Beats,2024-02-15,165,5
2335,4139,33,Latin Beats,2023-01-07,94,24
2336,2537,50,EU Top 200,2022-04-05,126,10
2337,2147,207,Urban Chart,2024-02-23,185,27
2338,2492,123,Urban Chart,2019-05-22,137,33
2339,14239,221,Alternative 50,2023-05-17,14,29
2340,13853,79,APAC Pulse,2024-06-02,49,31
2341,2465,205,Dance/Electronic 40,2022-01-19,60,25
2342,10044,127,Global Weekly,2021-10-14,126,26
2343,3570,208,Global Weekly,2021-09-30,24,49
2344,9391,237,Alternative 50,2023-04-13,72,25
2345,12233,6,US Hot 100,2020-02-11,152,4
2346,5642,6,APAC Pulse,2022-08-18,110,45
2347,4131,22,Urban Chart,2023-07-21,77,6
2348,9948,206,EU Top 200,2022-08-15,148,10
2349,2809,56,Latin Beats,2021-07-15,169,46
2350,14619,229,APAC Pulse,2024-12-27,20,45
2351,12314,82,US Hot 100,2020-06-09,195,14
2352,10614,141,APAC Pulse,2023-07-19,2,33
2353,6806,233,Urban Chart,2023-10-05,74,45
2354,7550,184,Global Weekly,2023-10-17,106,51
2355,6950,179,EU Top 200,2018-09-05,162,4
2356,12122,177,EU Top 200,2018-08-22,109,34
2357,14855,118,Dance/Electronic 40,2020-10-21,54,22
2358,10525,32,EU Top 200,2021-03-14,73,25
2359,1336,225,Latin Beats,2021-05-03,121,22
2360,4476,197,EU Top 200,2015-11-04,5,28
2361,8501,70,Global Weekly,2022-06-01,26,48
2362,1445,73,EU Top 200,2016-07-06,27,8
2363,3434,153,Alternative 50,2019-01-24,103,48
2364,5208,157,US Hot 100,2022-02-25,107,37
2365,10479,3,Alternative 50,2016-12-14,17,42
2366,4461,6,APAC Pulse,2024-03-01,199,19
2367,8405,229,Global Weekly,2023-07-28,139,18
2368,3440,160,EU Top 200,2022-10-31,110,13
2369,10670,69,Urban Chart,2024-03-04,15,37
2370,12752,81,Urban Chart,2024-03-31,179,28
2371,10131,231,US Hot 100,2024-01-21,103,49
2372,3189,48,Alternative 50,2018-07-18,152,43
2373,8479,58,Latin Beats,2018-06-02,39,50
2374,5179,134,Latin Beats,2024-01-20,105,12
2375,11555,21,APAC Pulse,2023-11-30,21,36
2376,585,206,Latin Beats,2023-03-22,144,19
2377,5780,145,Dance/Electronic 40,2016-06-22,8,51
2378,8778,52,APAC Pulse,2018-09-30,44,14
2379,12477,249,Global Weekly,2021-04-14,165,36
2380,11096,197,Latin Beats,2017-06-21,117,3
2381,9635,197,Global Weekly,2019-09-05,180,27
2382,1938,25,Latin Beats,2024-04-19,62,29
2383,925,77,Urban Chart,2023-07-24,60,4
2384,13771,209,Alternative 50,2022-08-24,65,1
2385,4972,122,EU Top 200,2020-01-25,75,10
2386,11148,151,Global Weekly,2023-07-26,118,29
2387,10611,70,Urban Chart,2019-07-24,142,13
2388,10270,241,Alternative 50,2021-01-13,187,51
2389,2284,236,Dance/Electronic 40,2023-07-15,34,4
2390,13659,159,Urban Chart,2023-08-05,80,16
2391,1156,245,Latin Beats,2023-05-18,101,16
2392,3471,211,Latin Beats,2020-02-11,157,37
2393,7821,203,APAC Pulse,2024-03-18,83,35
2394,8738,164,EU Top 200,2015-09-09,1,20
2395,6312,206,EU Top 200,2024-01-31,179,38
2396,14299,115,Alternative 50,2024-10-27,74,32
2397,10100,178,APAC Pulse,2021-08-31,58,27
2398,13888,72,APAC Pulse,2019-06-17,124,24
2399,13978,4,Global Weekly,2017-07-05,150,25
2400,615,82,Alternative 50,2020-11-21,70,1
2401,7939,95,Global Weekly,2022-03-18,94,22
2402,3513,172,Urban Chart,2019-10-13,167,12
2403,13229,212,US Hot 100,2021-04-21,181,37
2404,5063,12,EU Top 200,2017-01-28,20,22
2405,11076,218,EU Top 200,2019-12-11,53,15
2406,13533,65,US Hot 100,2024-09-01,25,41
2407,888,200,Global Weekly,2022-09-14,75,4
2408,12072,44,Dance/Electronic 40,2019-09-05,96,47
2409,8118,121,Latin Beats,2018-12-26,77,34
2410,1021,25,Urban Chart,2024-01-26,186,29
2411,12150,197,EU Top 200,2015-10-07,108,7
2412,10250,147,Global Weekly,2022-01-11,141,19
2413,3125,149,Alternative 50,2022-10-02,77,26
2414,11837,177,APAC Pulse,2024-07-03,108,1
2415,14644,94,APAC Pulse,2023-09-26,152,38
2416,12854,192,Global Weekly,2020-01-22,78,17
2417,4207,95,Alternative 50,2024-08-31,145,18
2418,10486,120,Dance/Electronic 40,2021-08-14,76,49
2419,10592,26,APAC Pulse,2024-04-20,82,36
2420,13382,244,Latin Beats,2020-06-22,149,49
2421,2406,74,Urban Chart,2024-02-10,51,47
2422,1981,211,Urban Chart,2023-06-07,164,52
2423,13448,77,Global Weekly,2019-07-03,8,2
2424,10252,19,Global Weekly,2015-07-15,161,19
2425,11581,105,US Hot 100,2022-10-12,129,12
2426,9299,58,Dance/Electronic 40,2020-02-23,196,15
2427,10992,167,Global Weekly,2023-07-28,197,26
2428,10205,105,Latin Beats,2021-09-15,138,46
2429,14919,217,Dance/Electronic 40,2023-07-14,37,10
2430,2572,246,Global Weekly,2020-12-13,187,35
2431,1868,181,Urban Chart,2020-03-10,189,7
2432,8880,67,Latin Beats,2024-01-21,140,22
2433,7449,53,US Hot 100,2018-03-11,192,4
2434,2623,38,Alternative 50,2022-08-12,177,15
2435,14123,78,Latin Beats,2017-04-26,161,9
2436,567,199,Dance/Electronic 40,2023-06-02,98,46
2437,5242,60,Urban Chart,2015-12-23,188,7
2438,1190,122,Dance/Electronic 40,2018-03-28,84,35
2439,12585,23,Alternative 50,2024-04-28,108,34
2440,10411,52,EU Top 200,2020-01-05,108,2
2441,1429,112,Dance/Electronic 40,2019-08-07,5,11
2442,12667,137,EU Top 200,2022-10-04,32,9
2443,13599,32,Global Weekly,2024-08-24,37,17
2444,2282,56,APAC Pulse,2020-04-29,32,13
2445,5564,70,Latin Beats,2024-05-01,168,42
2446,7768,219,Alternative 50,2023-07-26,169,25
2447,2203,145,Global Weekly,2022-08-08,64,29
2448,12450,138,Global Weekly,2016-03-16,29,16
2449,9657,153,Dance/Electronic 40,2024-09-01,121,34
2450,3654,60,Urban Chart,2021-05-26,78,13
2451,9962,199,Dance/Electronic 40,2022-10-21,56,52
2452,5279,71,Alternative 50,2022-08-17,134,6
2453,11122,130,US Hot 100,2024-01-28,200,29
2454,11231,59,Dance/Electronic 40,2024-11-15,159,28
2455,13350,149,APAC Pulse,2016-12-07,70,25
2456,184,184,Urban Chart,2024-04-24,71,15
2457,6802,75,EU Top 200,2023-04-06,41,23
2458,13997,106,Dance/Electronic 40,2023-05-29,37,9
2459,12751,156,Dance/Electronic 40,2021-09-23,168,16
2460,13010,73,APAC Pulse,2022-11-09,167,17
2461,8718,19,Alternative 50,2021-03-24,193,42
2462,4458,33,US Hot 100,2015-04-22,15,44
2463,10347,237,Latin Beats,2024-03-24,59,36
2464,781,89,US Hot 100,2024-04-10,14,36
2465,9977,111,Latin Beats,2019-01-02,27,13
2466,10453,110,Alternative 50,2019-03-06,70,35
2467,10865,6,Latin Beats,2021-11-30,78,4
2468,14496,217,Dance/Electronic 40,2023-02-18,172,40
2469,4471,56,Urban Chart,2023-04-27,196,22
2470,14920,157,Dance/Electronic 40,2023-11-10,9,26
2471,10841,17,Alternative 50,2024-04-03,100,15
2472,6586,64,EU Top 200,2017-12-13,56,29
2473,8500,176,US Hot 100,2018-12-26,147,4
2474,10899,141,Dance/Electronic 40,2024-07-10,176,14
2475,1818,144,Global Weekly,2023-06-15,161,8
2476,3544,49,US Hot 100,2020-09-30,144,31
2477,13567,84,EU Top 200,2023-06-17,133,5
2478,12741,222,Global Weekly,2016-05-25,12,2
2479,3746,131,Alternative 50,2024-05-26,154,5
2480,947,83,Alternative 50,2024-05-05,154,30
2481,14053,197,APAC Pulse,2015-11-18,114,24
2482,9071,168,Urban Chart,2022-04-20,48,7
2483,7555,153,Latin Beats,2023-09-21,9,48
2484,13671,188,EU Top 200,2023-07-21,78,25
2485,4631,175,Global Weekly,2023-11-08,109,38
2486,4008,81,US Hot 100,2020-04-28,39,13
2487,12847,2,Urban Chart,2023-03-14,186,11
2488,11759,75,Latin Beats,2024-09-26,102,15
2489,14262,127,Dance/Electronic 40,2022-11-10,36,41
2490,9207,216,Urban Chart,2020-12-23,174,12
2491,597,165,Urban Chart,2020-06-13,141,25
2492,926,2,EU Top 200,2023-10-21,126,8
2493,10134,25,Urban Chart,2023-04-22,29,34
2494,5471,141,EU Top 200,2018-12-19,76,3
2495,1331,13,Global Weekly,2022-06-29,119,51
2496,2431,17,Urban Chart,2017-04-26,121,11
2497,1648,121,Dance/Electronic 40,2019-02-06,154,16
2498,6698,110,Global Weekly,2023-05-24,38,36
2499,3473,228,US Hot 100,2023-01-25,7,31
2500,1585,141,Alternative 50,2023-07-27,132,3
2501,3188,138,Alternative 50,2020-04-02,193,5
2502,1825,82,Latin Beats,2018-06-23,58,16
2503,9424,248,US Hot 100,2022-03-11,69,44
2504,12057,210,Global Weekly,2021-03-24,44,13
2505,6413,186,EU Top 200,2024-05-10,5,4
2506,6185,249,EU Top 200,2018-07-18,17,16
2507,11551,162,EU Top 200,2017-11-15,85,52
2508,1490,203,Global Weekly,2017-08-16,185,51
2509,7075,23,Alternative 50,2019-01-30,35,12
2510,11799,137,EU Top 200,2021-02-16,197,47
2511,2054,160,Latin Beats,2018-04-04,9,1
2512,10805,50,APAC Pulse,2018-04-14,148,5
2513,6532,90,APAC Pulse,2015-07-15,16,5
2514,10288,80,Dance/Electronic 40,2019-05-27,33,43
2515,6899,65,Urban Chart,2022-02-04,44,23
2516,5228,129,Alternative 50,2024-05-15,119,17
2517,9226,64,APAC Pulse,2023-09-20,160,14
2518,6608,127,APAC Pulse,2020-02-26,60,36
2519,14325,137,Latin Beats,2022-01-16,130,2
2520,6952,197,APAC Pulse,2018-10-17,187,37
2521,9616,199,Latin Beats,2024-04-14,140,18
2522,8693,61,APAC Pulse,2024-02-11,10,10
2523,13792,237,Global Weekly,2022-03-08,187,16
2524,8879,183,Global Weekly,2017-11-15,91,18
2525,6104,25,Global Weekly,2016-12-28,198,14
2526,11808,89,US Hot 100,2023-04-26,169,20
2527,27,27,Latin Beats,2024-03-09,36,41
2528,3600,96,EU Top 200,2023-09-17,58,45
2529,13394,226,Urban Chart,2024-06-05,98,29
2530,8695,126,Urban Chart,2018-08-18,14,35
2531,12901,27,Dance/Electronic 40,2022-01-15,1,19
2532,20,20,APAC Pulse,2024-06-18,200,44
2533,9336,127,Global Weekly,2020-01-01,46,17
2534,1322,126,Urban Chart,2024-03-09,173,34
2535,503,209,Latin Beats,2019-07-10,18,3
2536,11564,141,Global Weekly,2024-08-15,144,16
2537,9552,28,Alternative 50,2024-03-07,80,24
2538,265,58,Latin Beats,2022-12-07,189,42
2539,3307,68,Urban Chart,2022-03-16,170,49
2540,7988,31,APAC Pulse,2023-02-13,167,1
2541,12882,205,APAC Pulse,2021-03-24,104,22
2542,10361,159,US Hot 100,2024-10-27,123,16
2543,11085,17,Global Weekly,2023-10-04,39,13
2544,4983,122,EU Top 200,2021-10-20,118,46
2545,13583,162,EU Top 200,2017-03-15,5,12
2546,5787,124,Latin Beats,2024-06-08,96,39
2547,10052,229,Dance/Electronic 40,2024-02-17,45,12
2548,10201,125,APAC Pulse,2018-10-17,146,52
2549,8353,156,Alternative 50,2017-11-23,17,50
2550,12569,117,EU Top 200,2023-01-25,76,19
2551,8848,1,Global Weekly,2018-02-11,88,18
2552,2691,51,US Hot 100,2015-03-18,140,2
2553,9567,61,Urban Chart,2023-09-09,111,6
2554,13842,220,Alternative 50,2020-02-19,35,19
2555,4486,191,Latin Beats,2021-06-07,90,46
2556,1712,146,EU Top 200,2023-09-04,19,29
2557,7078,77,APAC Pulse,2019-06-12,189,52
2558,337,64,APAC Pulse,2018-01-17,179,38
2559,8574,137,APAC Pulse,2022-08-23,194,35
2560,2005,161,Latin Beats,2024-05-22,129,21
2561,12572,17,APAC Pulse,2019-10-09,107,28
2562,9922,248,Urban Chart,2023-06-10,61,39
2563,9478,237,Alternative 50,2022-06-23,173,12
2564,1439,217,Dance/Electronic 40,2022-01-14,200,33
2565,804,192,Global Weekly,2021-08-04,114,16
2566,4383,121,Latin Beats,2015-03-11,56,35
2567,2662,73,Dance/Electronic 40,2020-02-05,97,43
2568,5783,222,Global Weekly,2022-11-30,27,33
2569,13734,211,Dance/Electronic 40,2018-11-14,80,48
2570,3624,239,US Hot 100,2023-04-08,103,33
2571,5239,28,EU Top 200,2023-05-13,90,50
2572,11142,67,Urban Chart,2018-03-21,99,35
2573,4341,176,Urban Chart,2017-05-31,131,9
2574,366,235,APAC Pulse,2015-05-13,53,16
2575,1513,138,APAC Pulse,2018-03-28,148,45
2576,3429,43,Alternative 50,2024-07-07,68,28
2577,7663,105,Dance/Electronic 40,2022-03-12,196,40
2578,8235,155,APAC Pulse,2021-04-28,1,1
2579,14498,78,Global Weekly,2017-12-06,110,21
2580,11015,36,Urban Chart,2024-02-11,161,24
2581,5723,213,Alternative 50,2023-11-22,36,13
2582,1622,26,APAC Pulse,2016-02-10,135,28
2583,9394,86,Urban Chart,2016-02-03,126,7
2584,7114,41,APAC Pulse,2018-12-12,26,8
2585,14642,107,EU Top 200,2019-10-30,136,48
2586,8267,107,Latin Beats,2017-12-13,125,24
2587,4789,28,EU Top 200,2017-02-22,47,10
2588,706,127,Urban Chart,2017-06-21,32,18
2589,5322,13,Dance/Electronic 40,2023-01-18,6,31
2590,12207,201,Urban Chart,2018-07-01,165,2
2591,784,146,Urban Chart,2021-12-13,57,4
2592,3909,215,APAC Pulse,2024-04-04,138,37
2593,4272,210,APAC Pulse,2016-01-21,90,29
2594,9694,14,Urban Chart,2021-05-06,39,38
2595,2898,122,Urban Chart,2024-02-18,40,8
2596,13057,236,APAC Pulse,2023-02-18,22,33
2597,2359,27,APAC Pulse,2017-04-26,127,10
2598,5857,50,US Hot 100,2019-02-16,143,11
2599,11610,25,Latin Beats,2024-08-30,195,42
2600,11586,64,US Hot 100,2022-12-14,33,50
2601,3410,227,Urban Chart,2022-03-02,162,1
2602,1964,55,Urban Chart,2015-12-09,162,7
2603,14501,237,Urban Chart,2023-06-16,174,38
2604,7122,160,Alternative 50,2024-05-13,104,14
2605,14738,210,Alternative 50,2022-11-17,174,38
2606,8531,51,APAC Pulse,2021-04-10,140,6
2607,12162,158,Urban Chart,2022-12-14,146,39
2608,14402,27,Urban Chart,2021-10-31,60,52
2609,7258,95,Urban Chart,2023-09-02,17,31
2610,4392,47,Dance/Electronic 40,2019-04-14,72,45
2611,9275,6,EU Top 200,2020-01-21,15,3
2612,13707,230,Dance/Electronic 40,2021-09-07,14,14
2613,1604,151,EU Top 200,2024-11-24,151,22
2614,6278,39,Dance/Electronic 40,2024-02-21,154,39
2615,13648,128,EU Top 200,2020-04-02,114,46
2616,13357,105,Urban Chart,2023-08-16,117,10
2617,12412,86,Dance/Electronic 40,2019-07-17,3,38
2618,8036,64,Alternative 50,2024-12-15,158,14
2619,8083,141,Alternative 50,2016-06-09,107,49
2620,6343,121,Alternative 50,2021-01-07,160,37
2621,7843,179,EU Top 200,2024-05-29,134,4
2622,2260,8,US Hot 100,2023-09-23,149,30
2623,1195,73,Latin Beats,2024-08-21,164,2
2624,14216,156,US Hot 100,2021-10-21,190,10
2625,14177,21,APAC Pulse,2023-12-14,69,36
2626,10032,21,Dance/Electronic 40,2022-06-09,16,14
2627,10050,29,Global Weekly,2021-06-21,56,46
2628,12250,65,Dance/Electronic 40,2021-02-11,59,41
2629,10277,249,US Hot 100,2024-06-01,22,34
2630,8087,92,Global Weekly,2019-02-14,131,17
2631,13224,46,Global Weekly,2021-01-17,124,50
2632,7594,38,US Hot 100,2024-05-26,152,39
2633,803,161,Global Weekly,2023-12-26,85,39
2634,11305,66,APAC Pulse,2021-03-17,19,29
2635,13949,26,Global Weekly,2023-06-28,58,28
2636,41,41,EU Top 200,2020-11-04,77,7
2637,4960,168,EU Top 200,2016-08-24,111,37
