track_id,tempo_bpm,energy,danceability,valence,acousticness,loudness_db,instrumentalness
1816,152.7,0.929,0.918,0.242,0.271,-29.71,0.882
1817,97.9,0.459,0.86,0.886,0.757,-6.34,0.85
1818,162.9,0.942,0.387,0.378,0.783,-4.26,0.801
1819,180.5,0.59,0.418,0.098,0.212,-24.65,0.351
1820,66.1,0.696,0.809,0.917,0.217,-13.78,0.591
1821,191.4,0.591,0.527,0.601,0.484,-10.88,0.718
1822,114.1,0.524,0.849,0.78,0.36,-3.77,0.257
1823,143.4,0.812,0.831,0.925,0.007,-7.55,0.41
1824,64.9,0.916,0.176,0.973,0.798,-23.25,0.407
1825,80.2,0.652,0.845,0.087,0.846,-8.81,0.081
1826,158.1,0.454,0.202,0.79,0.505,-15.13,0.813
1827,142.0,0.549,0.513,0.07,0.106,-9.59,0.406
1828,60.4,0.322,0.99,0.333,0.474,-16.49,0.389
1829,84.6,0.62,0.431,0.116,0.367,-28.2,0.98
1830,188.9,0.356,0.681,0.421,0.989,-20.67,0.602
1831,135.7,0.434,0.671,0.72,0.053,-12.47,0.355
1832,139.7,0.85,0.639,0.731,0.281,-17.62,0.547
1833,137.2,0.413,0.332,0.21,0.073,-29.62,0.279
1834,159.9,0.665,0.212,0.509,0.743,-21.34,0.814
1835,106.2,0.943,0.752,0.721,0.762,-19.12,0.483
1836,148.0,0.566,0.306,0.15,0.513,-3.41,0.078
1837,161.6,0.812,0.879,0.108,0.518,-28.21,0.023
1838,96.7,0.395,0.278,0.312,0.64,-17.04,0.932
1839,165.8,0.357,0.989,0.306,0.224,-5.3,0.903
1840,182.1,0.3,0.714,0.035,0.478,-14.25,0.949
1841,183.1,0.71,0.356,0.954,0.691,-12.75,0.369
1842,150.6,0.578,0.876,0.259,0.409,-20.23,0.34
1843,130.0,0.609,0.821,0.652,0.214,-23.11,0.8
1844,169.5,0.846,0.213,0.427,0.922,-16.15,0.749
1845,138.7,0.524,0.937,0.634,0.821,-11.46,0.04
1846,148.2,0.603,0.993,0.787,0.362,-2.55,0.853
1847,81.9,0.53,0.49,0.197,0.11,-24.9,0.679
1848,67.5,0.428,0.691,0.243,0.285,-29.85,0.202
1849,85.2,0.449,0.451,0.579,0.151,-9.57,0.745
1850,77.7,0.605,0.486,0.258,0.331,-25.72,0.688
1851,132.7,0.606,0.829,0.484,0.594,-6.44,0.514
1852,74.8,0.852,0.296,0.767,0.437,-5.19,0.711
1853,77.9,0.629,0.75,0.761,0.427,-24.5,0.008
1854,79.7,0.615,0.415,0.711,0.714,-10.47,0.277
1855,138.6,0.32,0.419,0.999,0.633,-15.38,0.069
1856,66.3,0.517,0.625,0.108,0.604,-23.68,0.577
1857,91.7,0.324,0.307,0.228,0.867,-20.71,0.721
1858,84.6,0.612,0.412,0.234,0.538,-12.32,0.009
1859,99.3,0.295,0.901,0.555,0.653,-27.03,0.078
1860,152.6,0.32,0.153,0.048,0.68,-25.39,0.615
1861,151.6,0.825,0.921,0.218,0.594,-10.54,0.04
1862,87.1,0.352,0.431,0.696,0.392,-3.21,0.885
1863,66.0,0.582,0.338,0.036,0.269,-13.41,0.518
1864,136.3,0.75,0.983,0.292,0.126,-4.36,0.827
1865,75.9,0.253,0.214,0.197,0.183,-11.76,0.763
1866,72.6,0.54,0.67,0.817,0.183,-16.58,0.376
1867,161.3,0.772,0.613,0.181,0.993,-23.04,0.155
1868,196.7,0.395,0.386,0.818,0.695,-17.55,0.571
1869,126.1,0.368,0.841,0.178,0.768,-14.78,0.421
1870,74.8,0.934,0.395,0.519,0.673,-7.91,0.517
1871,122.3,0.424,0.484,0.269,0.543,-26.41,0.987
1872,175.3,0.383,0.489,0.448,0.052,-23.56,0.555
1873,185.9,0.625,0.691,0.429,0.665,-15.42,0.171
1874,85.7,0.444,0.851,0.609,0.599,-29.65,0.746
1875,185.1,0.656,0.332,0.327,0.032,-19.72,0.38
1876,81.3,0.79,0.403,0.588,0.964,-14.47,0.116
1877,157.2,0.523,0.926,0.511,0.737,-9.31,0.626
1878,107.6,0.657,0.758,0.957,0.555,-15.62,0.765
1879,140.2,0.613,0.844,0.239,0.293,-2.29,0.386
1880,107.7,0.693,0.544,0.43,0.943,-26.57,0.691
1881,74.3,0.409,0.784,0.121,0.329,-4.88,0.694
1882,164.9,0.422,0.727,0.889,0.708,-15.86,0.47
1883,187.1,0.514,0.601,0.986,0.907,-12.1,0.043
1884,77.0,0.649,0.522,0.704,0.274,-12.38,0.351
1885,98.4,0.772,0.14,0.921,0.859,-3.83,0.668
1886,68.8,0.499,0.238,0.538,0.333,-18.87,0.884
1887,147.5,0.399,0.86,0.609,0.35,-7.13,0.237
1888,62.1,0.718,0.342,0.332,0.948,-4.62,0.152
1889,159.5,0.639,0.938,0.026,0.992,-10.33,0.043
1890,130.1,0.721,0.679,0.746,0.185,-3.25,0.922
1891,103.4,0.629,0.574,0.759,0.937,-8.33,0.76
1892,93.1,0.539,0.669,0.05,0.612,-5.58,0.491
1893,160.2,0.729,0.789,0.34,0.933,-17.65,0.414
1894,68.3,0.46,0.677,0.559,0.876,-12.5,0.707
1895,141.6,0.637,0.48,0.816,0.639,-20.06,0.497
1896,74.6,0.829,0.954,0.999,0.315,-29.46,0.622
1897,192.9,0.868,0.672,0.643,0.04,-11.89,0.267
1898,197.4,0.694,0.161,0.57,0.728,-10.05,0.258
1899,76.2,0.597,0.364,0.613,0.02,-3.46,0.273
1900,145.5,0.66,0.383,0.85,0.722,-21.13,0.52
1901,179.1,0.495,0.184,0.325,0.111,-24.96,0.657
1902,170.1,0.552,0.123,0.597,0.202,-11.6,0.446
1903,105.1,0.948,0.593,0.778,0.937,-6.39,0.393
1904,116.8,0.588,0.277,0.423,0.194,-16.41,0.04
1905,126.7,0.651,0.496,0.833,0.863,-25.42,0.842
1906,137.0,0.463,0.504,0.902,0.257,-21.1,0.528
1907,186.3,0.897,0.811,0.119,0.419,-27.07,0.241
1908,98.6,0.43,0.362,0.186,0.074,-13.14,0.289
1909,73.7,0.565,0.101,0.571,0.046,-3.09,0.108
1910,164.2,0.322,0.136,0.156,0.78,-22.03,0.178
1911,65.7,0.731,0.462,0.549,0.228,-29.5,0.85
1912,191.6,0.735,0.623,0.119,0.848,-12.8,0.61
1913,165.5,0.54,0.923,0.853,0.821,-7.09,0.512
1914,79.4,0.764,0.674,0.208,0.075,-23.93,0.796
1915,196.3,0.857,0.917,0.794,0.059,-28.55,0.88
1916,77.9,0.373,0.722,0.416,0.211,-10.42,0.26
1917,89.5,0.637,0.265,0.11,0.374,-14.83,0.885
1918,144.1,0.508,0.65,0.234,0.044,-3.75,0.983
1919,67.5,0.658,0.234,0.452,0.202,-22.84,0.07
1920,149.3,0.463,0.151,0.3,0.51,-29.8,0.897
1921,183.9,0.822,0.346,0.739,0.036,-8.64,0.779
1922,193.3,0.772,0.665,0.557,0.834,-22.57,0.144
1923,99.9,0.575,0.527,0.758,0.207,-7.26,0.25
1924,98.2,0.872,0.69,0.152,0.562,-21.66,0.538
1925,112.0,0.94,0.78,0.22,0.066,-21.62,0.768
1926,199.8,0.481,0.188,0.965,0.789,-26.37,0.939
1927,92.2,0.585,0.859,0.993,0.593,-23.18,0.02
1928,78.5,0.596,0.108,0.848,0.446,-6.22,0.734
1929,159.9,0.29,0.764,0.746,0.683,-9.25,0.899
1930,97.0,0.764,0.181,0.042,0.467,-9.84,0.891
1931,199.1,0.574,0.588,0.997,0.295,-18.64,0.156
1932,131.9,0.647,0.635,0.511,0.189,-15.72,0.769
1933,86.8,0.577,0.971,0.433,0.343,-23.13,0.016
1934,144.0,0.871,0.119,0.674,0.155,-28.19,0.53
1935,68.4,0.646,0.957,0.761,0.786,-22.65,0.265
1936,193.3,0.409,0.222,0.633,0.528,-26.3,0.354
1937,88.1,0.603,0.376,0.385,0.219,-20.26,0.676
1938,138.9,0.484,0.922,0.014,0.369,-22.0,0.929
1939,178.0,0.379,0.365,0.621,0.705,-20.66,0.521
1940,157.7,0.764,0.726,0.006,0.164,-29.45,0.206
1941,140.7,0.426,0.952,0.41,0.195,-16.15,0.88
1942,178.5,0.693,0.832,0.251,0.524,-11.17,0.678
1943,98.1,0.873,0.711,0.627,0.807,-2.28,0.474
1944,116.9,0.423,0.179,0.476,0.011,-21.47,0.07
1945,73.4,0.333,0.658,0.295,0.899,-15.93,0.617
1946,153.4,0.603,0.643,0.745,0.548,-20.6,0.88
1947,96.3,0.887,0.153,0.619,0.118,-21.35,0.727
1948,97.9,0.501,0.834,0.418,0.21,-22.34,0.059
1949,120.4,0.545,0.897,0.23,0.209,-8.42,0.194
1950,70.6,0.733,0.592,0.262,0.533,-13.1,0.503
1951,88.4,0.426,0.54,0.65,0.527,-24.37,0.858
1952,97.5,0.566,0.876,0.374,0.753,-27.0,0.876
1953,118.5,0.881,0.974,0.561,0.898,-10.97,0.84
1954,165.7,0.452,0.355,0.699,0.304,-29.48,0.813
1955,76.1,0.527,0.911,0.59,0.2,-16.34,0.568
1956,97.5,0.935,0.863,0.983,0.139,-5.73,0.826
1957,69.5,0.506,0.799,0.087,0.462,-2.09,0.802
1958,109.0,0.553,0.97,0.382,0.787,-23.29,0.016
1959,74.2,0.866,0.821,0.682,0.75,-5.21,0.566
1960,179.5,0.786,0.683,0.309,0.237,-11.65,0.867
1961,64.4,0.762,0.254,0.573,0.957,-8.02,0.163
1962,112.7,0.919,0.549,0.311,0.669,-25.87,0.618
1963,63.2,0.511,0.611,0.272,0.24,-12.33,0.284
1964,68.6,0.296,0.654,0.467,0.81,-17.97,0.652
1965,129.8,0.624,0.682,0.971,0.882,-21.15,0.386
1966,117.1,0.858,0.106,0.753,0.932,-25.12,0.678
1967,62.9,0.26,0.276,0.966,0.556,-27.66,0.036
1968,145.8,0.541,0.755,0.365,0.889,-23.94,0.312
1969,116.0,0.576,0.878,0.735,0.447,-25.0,0.123
1970,116.9,0.56,0.445,0.835,0.726,-18.09,0.698
1971,140.3,0.846,0.351,0.67,0.986,-10.81,0.436
1972,165.3,0.683,0.504,0.794,0.972,-20.56,0.518
1973,195.8,0.66,0.387,0.943,0.89,-8.17,0.934
1974,180.8,0.79,0.663,0.397,0.518,-11.49,0.938
1975,83.1,0.406,0.272,0.345,0.454,-16.82,0.146
1976,146.7,0.628,0.553,0.151,0.412,-6.02,0.87
1977,173.0,0.891,0.372,0.54,0.378,-13.76,0.823
1978,130.4,0.451,0.427,0.21,0.18,-19.57,0.216
1979,93.5,0.568,0.293,0.808,0.245,-2.5,0.398
1980,126.3,0.79,0.538,0.079,0.924,-19.1,0.242
1981,134.0,0.59,0.93,0.27,0.045,-8.85,0.183
1982,131.7,0.55,0.544,0.191,0.228,-3.55,0.708
1983,99.4,0.808,0.646,0.739,0.088,-18.18,0.111
1984,91.8,0.38,0.586,0.198,0.613,-23.62,0.782
1985,105.6,0.466,0.503,0.255,0.293,-6.72,0.161
1986,151.3,0.841,0.341,0.223,0.791,-24.9,0.261
1987,92.8,0.281,0.974,0.209,0.225,-12.25,0.102
1988,99.0,0.721,0.525,0.896,0.688,-2.26,0.616
1989,190.8,0.561,0.891,0.522,0.366,-24.07,0.424
1990,109.6,0.712,0.975,0.725,0.61,-23.11,0.744
1991,60.2,0.429,0.509,0.647,0.946,-18.1,0.313
1992,120.2,0.429,0.406,0.537,0.258,-21.64,0.329
1993,109.5,0.428,0.144,0.655,0.064,-21.25,0.467
1994,118.2,0.595,0.84,0.9,0.504,-10.91,0.734
1995,115.3,0.766,0.625,0.321,0.228,-26.64,0.021
1996,71.5,0.496,0.475,0.648,0.539,-4.18,0.912
1997,121.5,0.546,0.859,0.79,0.138,-19.18,0.356
1998,153.8,0.73,0.608,0.984,0.664,-8.6,0.905
1999,89.5,0.602,0.855,0.613,0.623,-23.11,0.89
2000,163.2,0.27,0.932,0.87,0.659,-20.57,0.084
2001,170.5,0.827,0.23,0.209,0.296,-23.47,0.57
2002,112.8,0.849,0.51,0.901,0.615,-10.04,0.068
2003,174.6,0.412,0.374,0.831,0.395,-24.78,0.745
2004,90.8,0.911,0.365,0.2,0.435,-23.28,0.075
2005,186.2,0.44,0.417,0.885,0.803,-6.74,0.751
2006,74.3,0.621,0.124,0.965,0.276,-12.87,0.008
2007,154.6,0.563,0.349,0.061,0.03,-21.45,0.454
2008,133.6,0.631,0.196,0.303,0.457,-19.69,0.213
2009,142.9,0.668,0.422,0.455,0.774,-29.54,0.825
2010,125.0,0.461,0.866,0.191,0.185,-17.84,0.83
2011,110.0,0.672,0.538,0.789,0.741,-25.11,0.753
2012,183.3,0.567,0.232,0.314,0.952,-4.34,0.233
2013,96.2,0.474,0.972,0.63,0.365,-5.97,0.569
2014,130.9,0.491,0.27,0.568,0.13,-6.1,0.547
2015,125.2,0.384,0.633,0.612,0.015,-14.47,0.764
2016,103.9,0.699,0.453,0.834,0.884,-28.58,0.154
2017,192.8,0.486,0.409,0.765,0.45,-7.17,0.481
2018,106.0,0.732,0.525,0.648,0.37,-7.43,0.727
2019,77.5,0.348,0.347,0.465,0.812,-3.13,0.321
2020,143.7,0.846,0.636,0.466,0.711,-26.64,0.942
2021,79.9,0.46,0.291,0.033,0.508,-8.84,0.526
2022,64.0,0.603,0.889,0.272,0.588,-18.35,0.086
2023,173.5,0.479,0.889,0.531,0.635,-13.48,0.879
2024,151.9,0.465,0.12,0.38,0.559,-25.79,0.6
2025,145.0,0.588,0.977,0.317,0.44,-24.96,0.532
2026,97.9,0.561,0.714,0.986,0.106,-20.28,0.68
2027,107.8,0.877,0.512,0.27,0.285,-26.03,0.613
2028,172.5,0.618,0.116,0.918,0.895,-15.52,0.203
2029,91.2,0.613,0.561,0.195,0.937,-19.76,0.927
2030,82.8,0.337,0.762,0.48,0.312,-12.01,0.858
2031,95.5,0.614,0.771,0.008,0.465,-23.16,0.561
2032,106.7,0.648,0.353,0.555,0.089,-7.23,0.16
2033,99.1,0.416,0.8,0.219,0.779,-14.57,0.891
2034,168.2,0.846,0.725,0.652,0.853,-22.97,0.565
2035,136.4,0.602,0.57,0.612,0.319,-15.53,0.845
2036,79.9,0.482,0.56,0.625,0.676,-17.26,0.943
2037,124.7,0.596,0.124,0.418,0.0,-16.37,0.033
2038,140.2,0.584,0.297,0.163,0.733,-6.23,0.812
2039,87.5,0.786,0.9,0.761,0.952,-2.01,0.779
2040,166.6,0.443,0.637,0.207,0.407,-16.72,0.12
2041,184.4,0.381,0.906,0.556,0.856,-28.43,0.326
2042,81.5,0.332,0.879,0.775,0.173,-24.62,0.368
2043,80.9,0.608,0.422,0.532,0.051,-20.94,0.463
2044,67.4,0.884,0.936,0.267,0.366,-28.43,0.583
2045,77.4,0.614,0.597,0.887,0.296,-28.62,0.366
2046,61.6,0.726,0.657,0.518,0.093,-17.92,0.373
2047,104.5,0.904,0.615,0.332,0.255,-29.37,0.894
2048,91.3,0.492,0.148,0.83,0.127,-20.04,0.265
2049,191.1,0.878,0.35,0.253,0.039,-24.45,0.655
2050,96.8,0.303,0.455,0.04,0.238,-29.3,0.023
2051,117.6,0.542,0.682,0.964,0.954,-8.68,0.429
2052,75.2,0.922,0.581,0.009,0.235,-6.13,0.117
2053,104.2,0.703,0.643,0.494,0.46,-15.27,0.292
2054,176.1,0.838,0.366,0.293,0.094,-26.69,0.752
2055,96.7,0.68,0.325,0.845,0.869,-11.7,0.579
2056,179.7,0.738,0.137,0.416,0.303,-19.37,0.26
2057,146.6,0.295,0.119,0.668,0.507,-16.3,0.368
2058,183.9,0.766,0.892,0.277,0.284,-13.69,0.682
2059,152.4,0.516,0.375,0.582,0.525,-6.9,0.026
2060,60.4,0.387,0.203,0.034,0.601,-25.04,0.729
2061,65.3,0.41,0.301,0.243,0.133,-15.41,0.609
2062,72.2,0.479,0.198,0.298,0.554,-17.03,0.834
2063,88.6,0.645,0.862,0.425,0.951,-10.44,0.071
2064,183.1,0.569,0.685,0.935,0.407,-24.87,0.728
2065,60.1,0.545,0.582,0.299,0.815,-24.44,0.495
2066,104.7,0.463,0.856,0.378,0.152,-10.98,0.979
2067,114.2,0.738,0.813,0.356,0.219,-14.88,0.441
2068,143.1,0.479,0.4,0.288,0.757,-17.46,0.191
2069,124.1,0.914,0.819,0.799,0.559,-19.53,0.697
2070,142.5,0.661,0.955,0.02,0.127,-8.11,0.255
2071,115.2,0.555,0.232,0.828,0.95,-29.78,0.855
2072,131.1,0.451,0.61,0.739,0.114,-19.86,0.583
2073,172.9,0.64,0.82,0.701,0.478,-22.76,0.792
2074,190.7,0.378,0.516,0.683,0.531,-18.65,0.215
2075,161.2,0.428,0.292,0.136,0.354,-5.92,0.779
2076,166.6,0.721,0.964,0.256,0.68,-15.76,0.442
2077,175.7,0.565,0.175,0.597,0.816,-5.68,0.978
2078,154.2,0.871,0.839,0.709,0.725,-8.78,0.466
2079,174.3,0.62,0.685,0.346,0.054,-6.65,0.618
2080,106.1,0.592,0.392,0.145,0.968,-19.18,0.13
2081,169.2,0.494,0.987,0.47,0.093,-13.12,0.289
2082,186.5,0.366,0.67,0.598,0.483,-2.39,0.996
2083,106.4,0.365,0.445,0.102,0.898,-15.16,0.313
2084,72.4,0.79,0.899,0.957,0.005,-5.15,0.133
2085,153.8,0.538,0.125,0.024,0.745,-10.47,0.668
2086,78.8,0.637,0.428,0.873,0.347,-29.17,0.352
2087,190.3,0.709,0.204,0.568,0.992,-6.73,0.936
2088,68.8,0.785,0.818,0.279,0.467,-23.44,0.831
2089,64.9,0.732,0.451,0.768,0.433,-12.78,0.134
2090,156.9,0.263,0.887,0.183,0.865,-8.01,0.526
2091,195.0,0.656,0.984,0.275,0.376,-21.98,0.887
2092,140.6,0.83,0.532,0.256,0.114,-28.29,0.409
2093,191.5,0.534,0.118,0.75,0.96,-4.85,0.004
2094,105.7,0.463,0.337,0.869,0.626,-12.19,0.941
2095,162.0,0.926,0.25,0.933,0.118,-4.9,0.652
2096,124.4,0.592,0.503,0.81,0.209,-23.77,0.214
2097,160.4,0.523,0.533,0.85,0.146,-16.92,0.565
2098,163.6,0.633,0.415,0.473,0.155,-10.75,0.754
2099,136.9,0.606,0.525,0.499,0.761,-24.85,0.937
2100,130.8,0.542,0.204,0.037,0.4,-27.86,0.338
2101,187.8,0.42,0.77,0.934,0.525,-17.31,0.79
2102,180.5,0.737,0.96,0.15,0.193,-5.91,0.378
2103,186.6,0.896,0.173,0.316,0.78,-14.17,0.496
2104,106.2,0.414,0.185,0.002,0.485,-15.61,0.518
2105,165.2,0.586,0.347,0.148,0.328,-15.1,0.292
2106,141.7,0.644,0.162,0.765,0.504,-14.37,0.182
2107,130.4,0.594,0.626,0.268,0.36,-22.37,0.245
2108,101.2,0.439,0.213,0.273,0.091,-6.35,0.289
2109,135.3,0.53,0.557,0.256,0.583,-9.13,0.587
2110,88.1,0.797,0.313,0.377,0.422,-28.87,0.339
2111,181.6,0.85,0.308,0.719,0.728,-13.89,0.218
2112,134.5,0.903,0.133,0.877,0.012,-20.13,0.793
2113,68.6,0.595,0.793,0.262,0.748,-14.62,0.195
2114,64.4,0.933,0.308,0.825,0.533,-21.32,0.018
2115,133.6,0.688,0.48,0.117,0.535,-19.13,0.693
2116,172.1,0.726,0.803,0.664,0.434,-14.08,0.199
2117,82.5,0.75,0.428,0.714,0.874,-26.58,0.155
2118,82.5,0.456,0.105,0.955,0.571,-11.9,0.225
2119,107.5,0.542,0.691,0.734,0.211,-23.5,0.187
2120,166.9,0.758,0.848,0.609,0.158,-11.54,0.095
2121,140.5,0.774,0.524,0.867,0.723,-29.63,0.12
2122,105.7,0.276,0.545,0.769,0.035,-13.43,0.147
2123,182.4,0.535,0.987,0.657,0.94,-5.13,0.889
2124,107.0,0.421,0.575,0.831,0.736,-22.92,0.221
2125,111.1,0.575,0.173,0.434,0.687,-9.48,0.84
2126,163.1,0.878,0.706,0.187,0.075,-15.53,0.519
2127,91.8,0.334,0.918,0.356,0.805,-16.1,0.928
2128,131.7,0.645,0.355,0.68,0.134,-9.97,0.96
2129,174.7,0.566,0.801,0.078,0.852,-11.67,0.008
2130,189.0,0.689,0.712,0.164,0.559,-25.22,0.395
2131,108.2,0.602,0.402,0.764,0.543,-26.77,0.517
2132,63.9,0.585,0.606,0.759,0.287,-26.19,0.896
2133,153.3,0.443,0.171,0.264,0.292,-23.62,0.726
2134,95.6,0.463,0.104,0.496,0.371,-2.21,0.729
2135,167.9,0.653,0.827,0.691,0.656,-15.27,0.481
2136,115.4,0.555,0.502,0.059,0.59,-9.21,0.367
2137,158.0,0.347,0.482,0.127,0.211,-17.0,0.885
2138,125.7,0.798,0.961,0.788,0.242,-29.03,0.996
2139,160.8,0.596,0.487,0.294,0.425,-24.79,0.249
2140,109.5,0.537,0.396,0.466,0.105,-3.6,0.188
2141,109.8,0.583,0.448,0.888,0.027,-10.91,0.247
2142,73.0,0.545,0.84,0.977,0.706,-28.84,0.669
2143,62.5,0.557,0.613,0.556,0.164,-26.02,0.754
2144,80.3,0.477,0.67,0.667,0.011,-21.18,0.385
2145,83.4,0.409,0.973,0.53,0.597,-25.52,0.236
2146,115.8,0.613,0.362,0.663,0.129,-9.87,0.437
2147,116.0,0.444,0.457,0.411,0.367,-15.4,0.838
2148,99.2,0.466,0.976,0.295,0.654,-12.1,0.861
2149,160.8,0.459,0.298,0.204,0.091,-23.22,0.955
2150,125.0,0.472,0.647,0.299,0.967,-11.71,0.365
2151,172.1,0.637,0.198,0.322,0.625,-9.1,0.103
2152,104.6,0.407,0.83,0.24,0.892,-24.66,0.572
2153,87.5,0.826,0.229,0.001,0.319,-22.36,0.088
2154,132.1,0.501,0.375,0.234,0.706,-3.68,0.206
2155,181.8,0.322,0.665,0.424,0.698,-3.11,0.997
2156,74.3,0.773,0.714,0.306,0.558,-23.34,0.969
2157,180.6,0.449,0.558,0.912,0.673,-2.21,0.216
2158,171.7,0.584,0.469,0.699,0.097,-9.3,0.615
2159,69.4,0.506,0.953,0.394,0.352,-13.21,0.986
2160,80.0,0.753,0.105,0.731,0.097,-25.93,0.805
2161,64.5,0.499,0.357,0.62,0.097,-22.1,0.588
2162,170.4,0.719,0.183,0.438,0.023,-27.78,0.091
2163,195.2,0.63,0.149,0.889,0.773,-7.9,0.73
2164,118.1,0.369,0.379,0.688,0.557,-9.82,0.195
2165,153.5,0.754,0.156,0.187,0.513,-13.58,0.873
2166,64.2,0.331,0.342,0.333,0.537,-26.81,0.117
2167,94.1,0.46,0.482,0.947,0.085,-8.28,0.682
2168,185.2,0.704,0.772,0.403,0.444,-20.06,0.742
2169,115.4,0.432,0.982,0.072,0.054,-3.03,0.762
2170,148.5,0.554,0.835,0.263,0.226,-29.1,0.24
2171,74.2,0.547,0.573,0.035,0.095,-9.51,0.989
2172,157.5,0.647,0.385,0.893,0.435,-6.16,0.823
2173,131.9,0.793,0.931,0.505,0.401,-21.13,0.204
2174,78.2,0.594,0.121,0.952,0.452,-9.07,0.406
2175,163.4,0.312,0.851,0.268,0.229,-23.18,0.648
2176,188.0,0.433,0.745,0.761,0.227,-8.07,0.543
2177,100.8,0.522,0.479,0.986,0.209,-29.21,0.524
2178,137.3,0.364,0.861,0.975,0.681,-29.95,0.161
2179,170.6,0.862,0.299,0.152,0.85,-19.61,0.23
2180,91.8,0.459,0.134,0.24,0.179,-13.4,0.866
2181,123.1,0.828,0.279,0.019,0.754,-19.49,0.446
2182,131.8,0.655,0.987,0.169,0.288,-6.43,0.257
2183,182.6,0.336,0.7,0.765,0.65,-24.18,0.453
2184,127.6,0.455,0.209,0.439,0.724,-13.81,0.868
2185,182.8,0.493,0.783,0.918,0.603,-11.24,0.644
2186,111.1,0.504,0.226,0.328,0.711,-8.5,0.528
2187,155.9,0.73,0.703,0.843,0.313,-25.47,0.476
2188,90.7,0.497,0.199,0.892,0.72,-6.73,0.009
2189,193.2,0.646,0.826,0.178,0.523,-20.02,0.325
2190,84.9,0.525,0.486,0.986,0.517,-8.22,0.569
2191,173.3,0.83,0.132,0.604,0.718,-11.94,0.566
2192,129.2,0.317,0.595,0.254,0.833,-5.01,0.199
2193,137.8,0.586,0.732,0.606,0.145,-28.35,0.556
2194,193.8,0.827,0.835,0.388,0.011,-16.08,0.14
2195,174.8,0.399,0.254,0.507,0.962,-14.78,0.778
2196,132.9,0.766,0.411,0.101,0.392,-7.38,0.663
2197,138.2,0.435,0.649,0.766,0.896,-5.72,0.195
2198,95.0,0.556,0.211,0.246,0.304,-15.46,0.188
2199,66.1,0.591,0.808,0.768,0.514,-5.84,0.741
2200,85.0,0.668,0.115,0.865,0.55,-28.59,0.242
2201,108.3,0.623,0.968,0.901,0.528,-22.01,0.413
2202,142.9,0.943,0.409,0.637,0.89,-9.29,0.711
2203,69.9,0.775,0.552,0.823,0.256,-20.16,0.131
2204,73.7,0.345,0.916,0.504,0.751,-22.72,0.824
2205,147.1,0.493,0.893,0.665,0.047,-19.5,0.345
2206,69.8,0.87,0.642,0.422,0.493,-16.15,0.521
2207,158.7,0.688,0.126,0.109,0.932,-29.15,0.714
2208,154.6,0.522,0.319,0.936,0.7,-15.8,0.36
2209,63.8,0.587,0.44,0.451,0.432,-18.37,0.561
2210,163.0,0.531,0.833,0.988,0.94,-22.46,0.625
2211,105.7,0.594,0.61,0.25,0.65,-15.19,0.274
2212,89.4,0.313,0.468,0.073,0.171,-21.91,0.473
2213,102.9,0.748,0.201,0.028,0.231,-7.99,0.32
2214,145.8,0.421,0.856,0.903,0.034,-14.65,0.405
2215,169.8,0.33,0.164,0.504,0.974,-13.28,0.022
2216,102.8,0.772,0.315,0.624,0.119,-27.56,0.818
2217,74.7,0.887,0.356,0.66,0.036,-3.34,0.743
2218,126.8,0.466,0.99,0.153,0.43,-9.65,0.487
2219,121.7,0.754,0.349,0.128,0.522,-22.75,0.535
2220,72.2,0.805,0.484,0.184,0.687,-10.89,0.72
2221,172.0,0.515,0.873,0.081,0.823,-29.66,0.491
2222,99.2,0.441,0.108,0.822,0.637,-20.19,0.374
2223,197.4,0.742,0.612,0.349,0.483,-5.66,0.072
2224,90.1,0.522,0.186,0.094,0.128,-29.19,0.63
2225,163.5,0.463,0.253,0.461,0.883,-10.62,0.793
2226,149.5,0.887,0.371,0.79,0.229,-8.24,0.765
2227,133.9,0.344,0.364,0.504,0.931,-6.14,0.315
2228,80.4,0.702,0.71,0.004,0.262,-15.3,0.457
2229,181.4,0.588,0.717,0.868,0.755,-10.48,0.515
2230,156.0,0.658,0.957,0.601,0.064,-12.42,0.182
2231,126.3,0.921,0.794,0.349,0.571,-3.33,0.02
2232,156.3,0.618,0.331,0.526,0.316,-8.97,0.859
2233,118.2,0.583,0.195,0.238,0.493,-20.69,0.419
2234,134.3,0.341,0.662,0.32,0.923,-9.67,0.401
2235,157.3,0.792,0.6,0.893,0.719,-20.45,0.746
2236,74.9,0.841,0.46,0.275,0.36,-14.39,0.054
2237,72.1,0.901,0.877,0.851,0.061,-22.15,0.463
2238,67.5,0.476,0.35,0.153,0.583,-11.43,0.712
2239,113.1,0.466,0.424,0.069,0.824,-13.79,0.456
2240,104.5,0.698,0.767,0.949,0.444,-16.48,0.385
2241,188.0,0.497,0.941,0.341,0.073,-10.68,0.709
2242,183.7,0.854,0.129,0.233,0.472,-7.1,0.477
2243,120.8,0.48,0.5,0.234,0.389,-22.25,0.609
2244,189.4,0.45,0.482,0.81,0.603,-9.66,0.54
2245,71.3,0.303,0.162,0.936,0.747,-20.41,0.602
2246,158.3,0.596,0.267,0.798,0.067,-7.53,0.833
2247,183.9,0.675,0.886,0.807,0.852,-19.28,0.192
2248,73.6,0.477,0.525,0.89,0.243,-27.1,0.965
2249,151.1,0.408,0.473,0.892,0.068,-20.8,0.017
2250,133.3,0.463,0.531,0.857,0.589,-2.83,0.03
2251,199.3,0.672,0.153,0.819,0.605,-22.75,0.734
